"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B24261463","1259099.19","2018","120202.42","RODRIGUEZ GONZALEZ, FIDEL JAVIER","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CARRETERA SAHAGUN-ARRIONDAS.","integrasl@integrasl.com","10","Desconocido","1992-08-10","2018-12-31","SOCIEDAD LIMITADA","24980 CREMENES (León)","JAVIER RODRIGUEZ G SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B24286437","1531544.15","2018","30050","COLINAS BODELON, ROBERTO","4321 - Instalaciones eléctricas","CALLE EL PARAISIN, 7","info@electricidadcolinasbodelon.es","21","[987173053]","1994-01-07","2018-12-31","SOCIEDAD LIMITADA","24401 PONFERRADA (León)","ELECTRICIDAD COLINAS BODELON SL","Desconocido","Activa","[987173053]","['www.electricidadcolinasbodelon.es']","pequeña"
"B25350232","1104823.79","2017","60000","PULIDO OSTIO, JUAN ANTONIO","4121 - Construcción de edificios residenciales","CALLE ISERN, 6","raeco@raeco.es","17","[973205452]","1995-05-04","2017-12-31","SOCIEDAD LIMITADA","25001 LLEIDA (Lérida)","RAECO CONSTRUCCIONES SRL","Desconocido","Activa","[973230074]","Desconocido","pequeña"
"B26366294","6078820.85","2016","132700","CAUBILLA ANGULO, JUAN MANUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA DE LOS OLMOS, 1 - D 1, OFICINA 1","contact@novargi.com","30","[945219159]","2004-04-14","2016-12-31","SOCIEDAD LIMITADA","01013 VITORIA-GASTEIZ (Araba/Álava)","NOVARGI INDUSTRIES SL.","Desconocido","Cierre de hoja registral","[945003388]","['www.novargi.com']","pequeña"
"B26491977","1600367.64","2018","6000","VAREA MELERO, ALBERTO","4122 - Construcción de edificios no residenciales","CALLE ALAMO, 4","Desconocido","16","Desconocido","2012-02-23","2018-12-31","SOCIEDAD LIMITADA","26540 ALFARO (La Rioja)","CONSTRUCCIONES ALBERTO VAREA SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","['www.albertovarea.es']","pequeña"
"B26496893","3250860.11","2018","48600","SAENZ LOPEZ, RUBEN","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","CAMINO MURILLO, 4","administracion@nir12.com","35","Desconocido","2012-07-19","2018-12-31","SOCIEDAD LIMITADA","26141 ALBERITE (La Rioja)","NUEVA INGENIERIA RIOJANA 2012 SOCIEDAD LIMITADA.","Desconocido","Activa","[941438908]","['www.nir12.com']","pequeña"
"B27121961","1729653.72","2018","42780","CARBALLEIRA JACOME, ROSA MARIA","4121 - Construcción de edificios residenciales","LUGAR VILABOA, 12","info@construccionescarballeira.com","13","[982355909]","1990-07-11","2018-12-31","SOCIEDAD LIMITADA","27720 A PONTENOVA (Lugo)","CONSTRUCCIONES CARBALLEIRA SL","Desconocido","Activa","[982342259]","Desconocido","pequeña"
"B27312297","1598808.69","2018","3009","MIGUEZ MESIAS, SANTIAGO MANUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PLAZA AUGAS FERREAS, 2 - ENT D","info@indesnor.com","42","[982280094]","2004-09-29","2018-12-31","SOCIEDAD LIMITADA","27002 LUGO (Lugo)","INGENIERIA Y DESARROLLOS DEL NORTE SL","['INDESNOR INGENIERIA Y DESARROLLOS DEL NORTE S.L.U. INGENIERIA Y DESARROLLOS DEL']","Activa","[982280090, 982256351]","['www.indesnor.com']","mediana"
"B29267341","1030158.33","2018","63126","PALACIOS MILLAN, MAGIN","4121 - Construcción de edificios residenciales","CALLE SANTA ISABEL, 4 - ED SAN MARINO. PTA. 4","comercial@palaciosmillan.es","26","[952781357]","1988-06-30","2018-12-31","SOCIEDAD LIMITADA","29670 MARBELLA (Málaga)","HERMANOS PALACIOS MILLAN SL","Desconocido","Activa","[952783185]","['www.palaciosmillan.es']","pequeña"
"B29692670","710337.14","2018","30050.61","MONTOSA SANTOS, MANUEL","0122 - Cultivo de frutos tropicales y subtropicales","CARRETERA LOJA","excavacionesmontosa@gmail.com","12","[952519175]","1994-09-08","2018-12-31","SOCIEDAD LIMITADA","29712 VIÑUELA (Málaga)","EXCAVACIONES MONTOSA SL","Desconocido","Activa","[952519005, 951326746]","['www.excvmontosa.es']","pequeña"
"B30527097","1329779","2018","23018.76","GRIÑAN MONTEALEGRE, ANDRES","4121 - Construcción de edificios residenciales","CALLE EMBALSE DE PUENTES, 10","info@quartoproyectos.com","18","[968192932]","1996-11-13","2018-12-31","SOCIEDAD LIMITADA","30730 SAN JAVIER (Murcia)","QUARTO PROYECTOS SL","Desconocido","Activa","[968193085]","['www.quartoproyectos.com']","pequeña"
"B30578611","3135212.35","2018","3410","ESPIN MORENO, SEBASTIAN","4399 - Otras actividades de construcción especializada n.c.o.p.","CAMINO DE JUAN MERCED, 4","Desconocido","16","[968671044]","1998-02-03","2018-12-31","SOCIEDAD LIMITADA","30600 ARCHENA (Murcia)","CONSTU ARCHENA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B30607154","4549529.48","2018","6470606.4","ROCA APARICIO, MARIANO","0123 - Cultivo de cítricos","CALLE JARA (CARTAGENA), - PISO 1ºA","Desconocido","32","Desconocido","1972-11-30","2018-12-31","SOCIEDAD LIMITADA","30201 CARTAGENA (Murcia)","TECNICA DE INVERSIONES GAMMA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B30610075","929665.9","2016","15025.3","LLANERA MARTINEZ, GLORIA","4334 - Pintura y acristalamiento","CALLE TIERNO GALVAN, 9 - ED ALFONSO XIII . PLT 1","api-sureste@infonegocio.com","19","[968123312]","1980-07-23","2016-12-31","SOCIEDAD LIMITADA","30201 CARTAGENA (Murcia)","APLICACIONES DE PINTURAS DEL SURESTE S.L.","Desconocido","Ilocalizable según nuestras fuentes","[968520562]","Desconocido","pequeña"
"B30863518","2925431.57","2018","79500","CAMPILLO MARTINEZ, JOSE MARIA","3315 - Reparación y mantenimiento naval","AVENIDA BRUSELAS, PAR 145B. NAV 1 A","arocam@arocam.com","36","[868099152]","2012-02-16","2018-12-31","SOCIEDAD LIMITADA","30353 CARTAGENA (Murcia)","MECANIZADOS AROCAM SOCIEDAD LIMITADA.","Desconocido","Activa","[868099150]","['www.arocam.com']","mediana"
"B31284805","2025586.1","2018","14424.29","MARIEZCURRENA ECHEVERRIA, JAVIER","4211 - Construcción de carreteras y autopistas","TRAVESIA MAYOR, 3 - PISO 1 DR","info@mariezcurrena.com","26","[948451697]","1991-01-04","2018-12-31","SOCIEDAD LIMITADA","31740 DONEZTEBE/SANTESTEBAN (Navarra)","OBRAS Y PREPARACION DE TERRENOS SL","Desconocido","Activa","[948211362, 948451718]","Desconocido","pequeña"
"B31659873","5838772.08","2018","303006","MENDIVIL OLITE, JOSE EMILIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","TRAVESIA ANA DE VELASCO, 3","clientes@solartia.com","8","Desconocido","1999-06-08","2018-12-31","SOCIEDAD LIMITADA","31006 PAMPLONA/IRUÑA (Navarra)","GESTION DE RECURSOS Y SOLUCIONES EMPRESARIALES SL","Desconocido","Activa","[948271111]","['www.solartia.com']","pequeña"
"B31790108","7193444.35","2018","100000","MARTINEZ MARTINEZ, FRANCISCO JAVIER","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE MARIA VISCARRET, 1 - ENT","info@helphone.com","183","[948247253]","2003-07-01","2018-12-31","SOCIEDAD LIMITADA","31013 BERRIOPLANO/BERRIOBEITI (Navarra)","HELPHONE SERVICIOS INFORMATICOS SL","['HELPHONE']","Activa","[948010101]","['www.helphone.com']","mediana"
"B31838915","18940465","2018","327600","SAMANIEGO FERNANDEZ, EDUARDO","4121 - Construcción de edificios residenciales","AVENIDA PORTUGAL, 39 - BJ 3","info@qodaconstrucciones.com","48","[941201145]","2005-01-04","2018-12-31","SOCIEDAD LIMITADA","26001 LOGROÑO (La Rioja)","CALIDAD ORGANIZACION Y VIVIENDA SOCIEDAD LIMITADA","Desconocido","Activa","[941502171]","['www.qodaconstrucciones.com']","mediana"
"B33445925","4783414.88","2018","219966.97","AUNA DESARROLLO Y GESTION DE PROYECTOS SL","4121 - Construcción de edificios residenciales","POLIGONO INDUSTRIAL BARRES","trio@construccionestrio.com","31","Desconocido","1995-01-03","2018-12-31","SOCIEDAD LIMITADA","33794 CASTROPOL (Asturias)","TRIO PROCESOS CONSTRUCTIVOS SL.","Desconocido","Activa","[985634927]","['www.construccionestrio.com']","pequeña"
"B33819384","2560508.46","2018","3010","MENENDEZ MANTARAS, ANGEL","4121 - Construcción de edificios residenciales","CALLE MARQUES DE SAN ESTEBAN, 16 - PISO 4 D","mantaras@mantarasasturias.es","26","Desconocido","1996-05-15","2018-12-31","SOCIEDAD LIMITADA","33206 GIJON/XIXON (Asturias)","MANTARAS ASTURIAS SL","Desconocido","Activa","[985352736]","['www.mantarasasturias.es']","pequeña"
"B35078187","267176","2018","17338.85","SUAREZ CACERES, JUAN","4122 - Construcción de edificios no residenciales","CALLE PROFESOR ORTEGA MORENO, 16","info@suarezcaceres.com","7","[928699402]","1982-03-11","2018-12-31","SOCIEDAD LIMITADA","35200 TELDE (Palmas (Las))","CONSTRUCCIONES SUAREZ CACERES SL","Desconocido","Activa","[928691678]","['www.suarezcaceres.com']","pequeña"
"B36692838","1996470.44","2018","12020.24","GARCIA VAZQUEZ, MARIA REBECA","4121 - Construcción de edificios residenciales","CALLE RAMIRO PASCUAL, 18 - NAV C","decogarcia@decogarcia.com","22","[986905072]","1989-07-27","2018-12-31","SOCIEDAD LIMITADA","36213 VIGO (Pontevedra)","DECORACIONES Y OBRAS GARCIA SL","Desconocido","Activa","[986298460]","['www.decogarcia.com']","pequeña"
"B36734184","1542117.53","2018","42000","LATORRE VAZQUEZ, MARIA SOLEDAD","3315 - Reparación y mantenimiento naval","POLIGONO INDUSTRIAL AS GANDARAS, 21","contabilidad@aitodetec.es","29","[986209648]","1991-05-31","2018-12-31","SOCIEDAD LIMITADA","36400 O PORRIÑO (Pontevedra)","AITODETEC SL","Desconocido","Activa","[986484538, 986238767, 986209402, 986209648]","['www.aitodetec.es']","pequeña"
"B37288016","5351696.51","2018","120202","BORREGO SANCHEZ, PEDRO MIGUEL","4121 - Construcción de edificios residenciales","CALLE HOYAMOROS, 59","msl@telefonica.net","25","[923125275]","1994-10-13","2018-12-31","SOCIEDAD LIMITADA","37008 SALAMANCA (Salamanca)","MAXIMILIANO MARTIN SL","Desconocido","Activa","[923120436]","['www.maximilianomartinsl.com']","pequeña"
"B37510039","6173748.15","2018","300000","ALARIO GARCIA, VICENTE","4121 - Construcción de edificios residenciales","CALLE GUATEMALA, 88","administracion@aocproyectos.com","17","[923122359]","2011-09-07","2018-12-31","SOCIEDAD LIMITADA","37184 VILLARES DE LA REINA (Salamanca)","ADMINISTRACION ORGANIZACION Y CONTROL DE PROYECTOS SL.","Desconocido","Activa","[923240706]","['www.aocproyectos.com']","pequeña"
"B38295853","1404928.69","2017","3606.07","RODRIGUEZ GARCIA, MARIA JOSE","4122 - Construcción de edificios no residenciales","LUGAR EL MOÑIGAL, 58","info@isdete.com","20","Desconocido","1992-06-09","2017-12-31","SOCIEDAD LIMITADA","38315 LA OROTAVA (Tenerife)","CONSTRUCCIONES ISDETE S. L.","Desconocido","Activa","[922602852]","Desconocido","pequeña"
"B38657508","147906.87","2006","3006","FILIBERTO RODRIGUEZ, CONCEPCION","4121 - Construcción de edificios residenciales","CALLE LA CUESTA, 61","Desconocido","-1","Desconocido","2001-04-04","2006-12-31","SOCIEDAD LIMITADA","38726 BARLOVENTO (Tenerife)","REFORMAS Y CONSTRUCCIONES ECHEDEY BARLOVENTO SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B38822631","1672227.02","2018","3006","RODRIGUEZ REBOREDO, JOSE ANDRES","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE VITORIABIDEA, 8","oficina@arnaiz21.es","30","[945243535]","2005-06-14","2018-12-31","SOCIEDAD LIMITADA","01010 VITORIA-GASTEIZ (Araba/Álava)","ARNAIZ ASC 21 SL","Desconocido","Activa","[945243535]","Desconocido","pequeña"
"B39540455","1575169.63","2018","3012","GONZALEZ MIJARES, DAVID","4121 - Construcción de edificios residenciales","BARRIO CARA (LG EL TEJO), 8","construcdavosc@gmail.com","19","Desconocido","2002-12-04","2018-12-31","SOCIEDAD LIMITADA","39593 VALDALIGA (Cantabria)","DAVOSC 2003 SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B41642505","2650802.73","2018","3005.06","BAREA GIL MONTES, JUAN","4121 - Construcción de edificios residenciales","CALLE VIRGEN DE LOS DOLORES, 9","info@ccalcala.es","26","Desconocido","1994-01-20","2018-12-31","SOCIEDAD LIMITADA","41309 LA RINCONADA (Sevilla)","CONSTRUCCIONES CRUZ DE ALCALA SL","Desconocido","Activa","[955797243, 954516555]","['www.ccalcala.es']","pequeña"
"B41645078","19753171.29","2018","400160","CAMPOS PEREZ, CARLOS ALBERTO","2611 - Fabricación de componentes electrónicos","CALLE FORO, 8","censolutions@censolutions.es","205","Desconocido","1994-02-03","2018-12-31","SOCIEDAD LIMITADA","41703 DOS HERMANAS (Sevilla)","CUADROS ELECTRICOS NAZARENOS SL","['HYXERO', 'CEN SOLUTIONS']","Activa","[955675128]","['www.censolutions.es']","mediana"
"B41798422","2625452.19","2018","60100","PENA GONZALEZ, ANTONIO","4221 - Construcción de redes para fluidos","CALLE VIRGEN DE LORETO, 20","administracion@ctcarmona.es","29","[954169060]","1996-10-17","2018-12-31","SOCIEDAD LIMITADA","41950 CASTILLEJA DE LA CUESTA (Sevilla)","CONSTRUCCIONES Y TUBERIAS CARMONA SL","Desconocido","Activa","[954169080]","['www.ctcarmona.es']","pequeña"
"B41985664","8718963","2015","3753846.13","Desconocido","3030 - Construcción aeronáutica y espacial y su maquinaria","CARRETERA A-4, MANZ LB NAVE 1","sofitec@sofitec.es","128","[954115124]","1999-06-01","2015-12-31","SOCIEDAD LIMITADA","41410 CARMONA (Sevilla)","SOFITEC INGENIERIA SL (EXTINGUIDA)","Desconocido","Extinción","[954115123]","['www.sofitec.es']","mediana"
"B42152330","2663228.64","2018","9500","DUERO SORIA GESTION SOCIEDAD LIMITADA SOCIEDAD UNI","4110 - Promoción inmobiliaria","AVENIDA NAVARRA, 4 - PRIMERO D","europeadeviviendas@europeadeviviendas.es","23","[975228879]","1998-11-20","2018-12-31","SOCIEDAD LIMITADA","42003 SORIA (Soria)","EUROPEA DE VIVIENDAS DUERO SORIA SL","Desconocido","Activa","[975228111, 975289062]","['www.europeadeviviendas.es']","pequeña"
"B43467968","3144127.47","2017","147308.04","PEÑARANDA PRAT, RAMON","4331 - Revocamiento","CALLE HIDRAULICA, 1 - POL INDUSTRIAL LA DRECERA","recop@recop.net","23","[977844742]","1996-02-01","2017-12-31","SOCIEDAD LIMITADA","43470 LA SELVA DEL CAMP (Tarragona)","RECOP RESTAURACIONS ARQUITECTONIQUES SL","['RECOP RESTAURACIONS ARQUITECTONIQUES']","Activa","[977845722]","['www.recop.net']","pequeña"
"B43715812","4195930.71","2018","3010","GATELL LEIVA, YOLANDA","7022 - Otras actividades de consultoría de gestión empresarial","CALLE DE SALVADOR ESPRIU, 18","ctaima@ctaima.com","40","Desconocido","2003-04-22","2018-12-31","SOCIEDAD LIMITADA","43007 TARRAGONA (Tarragona)","CTAIMA OUTSOURCING & CONSULTING SOCIEDAD LIMITADA.","Desconocido","Activa","[977291380, 977191302]","['www.ctaima.com', 'www.coordinacionempresarial.com']","pequeña"
"B43936046","20092843.19","2018","219780","HOLDELEK SL","2712 - Fabricación de aparatos de distribución y control eléctrico","POLIGONO INDUSTRIAL CONSTANTI, S/N - NAVE P8 Y P9","info@kuadrotek.com","60","[977524751]","2008-01-14","2018-12-31","SOCIEDAD LIMITADA","43120 CONSTANTI (Tarragona)","KUADROTEK GROUP SYSTEMS SL","Desconocido","Activa","[977524415]","['www.kuadrotek.com']","mediana"
"B45505120","1826201.77","2017","3010","LARA RAMOS, ROMAN","4333 - Revestimiento de suelos y paredes","CARRETERA QUINTANAR, 38","azulara@azulara.net","40","Desconocido","2002-02-08","2017-12-31","SOCIEDAD LIMITADA","45830 MIGUEL ESTEBAN (Toledo)","LARAGRES SL","Desconocido","Activa","[925567200]","Desconocido","mediana"
"B46358842","37572822.16","2018","50000","SEUR SA REPRES PJ NAVARRO PEROMINGO ALBERTO","4941 - Transporte de mercancías por carretera","CALLE CIUTAT DE BARCELONA, 26","administracion.generico@seur.net","96","Desconocido","1986-10-21","2018-12-31","SOCIEDAD LIMITADA","46980 PATERNA (Valencia)","SOMEVA SL","Desconocido","Activa","[961325335, 913228000]","['www.seur.com']","mediana"
"B48508394","1981201.42","2016","114943.52","URRUTIA SUBINAS, TERESA","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE LARRONDO GOIKO, 2","Desconocido","23","[944712362]","1992-05-19","2016-12-31","SOCIEDAD LIMITADA","48180 LOIU (Bizkaia)","CONSTRUCCIONES NORBISCA SOCIEDAD LIMITADA (EN LIQUIDACION)","Desconocido","Disolución","[944263454]","['www.construccionesnorbisca.com']","pequeña"
"B48637649","3890081.17","2018","11823.28","DECLERCK DOMINIQUE, PIERRE JACQUES","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","POLIGONO INDUSTRIAL UGALDEGUREN III, PARCELAS 32-33 PISO 2º IZQ","info@ipfing.com","17","[946313675]","1994-04-15","2018-12-31","SOCIEDAD LIMITADA","48170 ZAMUDIO (Bizkaia)","INGENIERIA DEL POLIURETANO FLEXIBLE SL","Desconocido","Activa","[946314002, 944523813]","['www.ipfing.com']","pequeña"
"B48651616","5321948.5","2018","78000.02","MONTEGUI RAMIREZ, JON","4122 - Construcción de edificios no residenciales","AVENIDA JULIAN GAIARRE, 38 - B 40A","administracion@montegui.com","22","[944597194]","1995-04-15","2018-12-31","SOCIEDAD LIMITADA","48004 BILBAO (Bizkaia)","CONSTRUCCIONES Y REPARACIONES MONTEGUI SL","Desconocido","Activa","[944733219]","Desconocido","pequeña"
"B48737795","10194000","2018","1674660.13","INBISA MEDIOS Y MARCAS SOCIEDAD LIMITADA","4110 - Promoción inmobiliaria","CALLE GRAN VIA DIEGO LOPEZ DE HARO, 35 - 3ª PLANTA","inbisa@inbisa.com","59","[944392200]","1995-03-07","2018-12-31","SOCIEDAD LIMITADA","48009 BILBAO (Bizkaia)","ASUA GRUPO INMOBILIARIO SOCIEDAD LIMITADA.","['INVERSORA INMOBILIARIA ASUA S.L.']","Activa","[913157180, 902412000, 944150408, 944792546]","['www.inbisa.com']","mediana"
"B48821631","19203963","2018","1833100.08","LORONO BILBAO, JAVIER","2891 - Fabricación de maquinaria para la industria metalúrgica","CALLE AITA GOTZON, 37","lointek@lointek.com","79","Desconocido","1996-04-23","2018-12-31","SOCIEDAD LIMITADA","48610 URDULIZ (Bizkaia)","INGENIERIA Y TECNICAS DE MONTAJES LOINTEK SL","Desconocido","Activa","[944316658, 946765196]","['www.lointek.com']","mediana"
"B49160567","5273972.65","2018","120200","CORDERO MAESTRE, ANTONIO JESUS","2399 - Fabricación de otros productos minerales no metálicos n.c.o.p.","CALLE ALONSO DE TEJEDA, 4 - ENT","exfamex@exfamex.es","20","[980051524]","1996-05-03","2018-12-31","SOCIEDAD LIMITADA","49018 ZAMORA (Zamora)","EXFAMEX SL","Desconocido","Activa","[980500151, 980569150, 980500627]","Desconocido","pequeña"
"B49173032","1727449.13","2018","28716.35","VALLE ANDRES, MIGUEL ANGEL","4776 - Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y alimentos para los mismos en establecimientos especializados","CARRETERA VILLALPANDO","itaagrovalle@gmail.com","3","[980505549]","1998-01-09","2018-12-31","SOCIEDAD LIMITADA","49121 MONFARRACINOS (Zamora)","INGENIEROS TECNICOS AGRICOLAS AGROVALLE SL","Desconocido","Activa","[980505550]","Desconocido","mediana"
"B50533520","5671126.6","2018","4687.8","PEREZ CIRIZA ALEGRIA, FELIPE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO DE LA CONSTITUCION, 25 - BJ","cada@cadaingenieria.com","8","[976664299]","1993-01-01","2018-12-31","SOCIEDAD LIMITADA","50600 EJEA DE LOS CABALLEROS (Zaragoza)","CONSULTORES AMBIENTALES DE ARAGON SL","['CADA']","Activa","[976664188]","['www.cadaingenieria.com']","pequeña"
"B53037198","1336677.72","2016","66111.32","BUIGUES BANULS, PASCUAL VICENTE","4121 - Construcción de edificios residenciales","CALLE LES TOSQUERES, 9 - BJ","villasbuigues@villasbuigues.com","12","Desconocido","1995-05-30","2016-12-31","SOCIEDAD LIMITADA","03724 TEULADA (Alicante)","VILLAS BUIGUES S.L.","Desconocido","Activa","[965744918]","Desconocido","pequeña"
"B54015367","1980368.43","2016","24000","MARTINEZ GIMENEZ, PASCUAL","4121 - Construcción de edificios residenciales","CALLE JUAN DE HERRERA, 43 - ELCHE PQ INDUSTRIAL","administracion@grupolarcosta.com","20","Desconocido","2005-06-03","2016-12-31","SOCIEDAD LIMITADA","03203 ELCHE/ELX (Alicante)","ENERCON 2020 SL","Desconocido","Activa","[966651677]","['www.grupolarcosta.com']","pequeña"
"B54101514","2996038.65","2018","72010","ARANGO FALO, RAFAEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE BOLULLA, 10 - NAVE 1","info@civildeconstruccion.com","18","[965175910]","2006-03-07","2018-12-31","SOCIEDAD LIMITADA","03009 ALICANTE/ALACANT (Alicante)","PANDEA SL.","Desconocido","Activa","[965175910]","Desconocido","pequeña"
"B54468996","2219952.52","2016","66426","HERNANDEZ VELASCO, RAFAEL JUAN","4121 - Construcción de edificios residenciales","CALLE ARMONIA, 2 - LOC 21","conire@conire.es","27","Desconocido","2010-01-05","2016-12-31","SOCIEDAD LIMITADA","03008 ALICANTE/ALACANT (Alicante)","CONIRE IBERICA SL.","Desconocido","Activa","[966300554, 966300561, 966300559]","['www.conire.es']","pequeña"
"B54557855","29020356.97","2017","37400","MURCIA CASELLES, CARMELO","4110 - Promoción inmobiliaria","AVENIDA DE ESPAÑA, 2 - PISO 1º","Desconocido","23","Desconocido","2011-04-01","2017-12-31","SOCIEDAD LIMITADA","03300 ORIHUELA (Alicante)","AMAY GESTION INMOBILIARIA SL","Desconocido","Activa","Desconocido","['www.amayproperties.com']","pequeña"
"B54611967","767482.84","2018","3010","MURCIA CASELLES, AGUSTIN","4121 - Construcción de edificios residenciales","CALLE SAN SEBASTIAN","Desconocido","19","Desconocido","2012-01-30","2018-12-31","SOCIEDAD LIMITADA","03188 TORREVIEJA (Alicante)","MURCASE OBRAS E INFRAESTRUCTURAS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B54905013","5018780.8","2018","2282280","VICENTE LIZAN, JULIO","4312 - Preparación de terrenos","CALLE LOACES, 3 - ENTR","emyplan@emyplna.com","18","[965303647]","2015-12-23","2018-12-31","SOCIEDAD LIMITADA","03300 ORIHUELA (Alicante)","EMYPLAN SOCIEDAD LIMITADA.","Desconocido","Activa","[966736847, 965369718]","['www.emyplan.com']","pequeña"
"B55134225","9313641.6","2018","123000","GALARD ANTIGA, PAU","4121 - Construcción de edificios residenciales","CALLE JOSEP PLA, 78 - 80","Desconocido","22","Desconocido","2012-03-29","2018-12-31","SOCIEDAD LIMITADA","08019 BARCELONA (Barcelona)","4RETAIL 2012 SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B55174460","2388069.52","2015","3500","GIANNOTTI, RICCARDO","4121 - Construcción de edificios residenciales","POLIGONO EMPORDA INTERNACIONAL, 36","Desconocido","25","Desconocido","2013-07-01","2015-12-31","SOCIEDAD LIMITADA","17469 VILAMALLA (Gerona)","GESTUNNEL SOCIEDAD LIMITADA.","Desconocido","Cierre de hoja registral","Desconocido","Desconocido","pequeña"
"B55563381","312537.83","2014","3140","ROMERO CEBALLOS, JUAN MANUEL","4121 - Construcción de edificios residenciales","PASEO MISERICORDIA, 12 - PTL B. PISO 2 B","Desconocido","6","Desconocido","2012-01-25","2014-12-31","SOCIEDAD LIMITADA","43205 REUS (Tarragona)","CONSTRUCCIONES ATLANTICAS GADIMAR SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B57670135","0","2018","3010","ATENCIA AGUILAR, EUGENIO","4121 - Construcción de edificios residenciales","CALLE DE BELGICA, 91 - PTL 2 5","Desconocido","0","Desconocido","2010-06-08","2018-12-31","SOCIEDAD LIMITADA","07100 SOLLER (Baleares)","CURIACO SL","Desconocido","Cierre de hoja registral","Desconocido","Desconocido","mediana"
"B57707838","6628947.79","2018","3500","LAGO MASCARO, MARIA ANGELES","4121 - Construcción de edificios residenciales","CALLE REINA MARIA CRISTINA, 22","info@construciones-epic.com","40","Desconocido","2011-04-14","2018-12-31","SOCIEDAD LIMITADA","07460 POLLENÇA (Baleares)","EJECUCION DE PROYECTOS INTEGRALES DE CONSTRUCCION SL.","Desconocido","Activa","[971504937, 971505047]","['www.epic-constructions.com']","pequeña"
"B57780462","0","2018","3000","DURAN PIZA, LUIS","4121 - Construcción de edificios residenciales","CALLE ASEGRA, 21 - NAV 1","nivellsiplomades@gmail.com","2","[971794255]","2012-11-09","2018-12-31","SOCIEDAD LIMITADA","07011 PALMA (Baleares)","NIVELLS I PLOMADES 2012 SL","Desconocido","Inactiva según nuestras fuentes","[971600559]","Desconocido","pequeña"
"B58117086","12176674.83","2018","143040.88","ROIG AYUSO, MONTSERRAT","4121 - Construcción de edificios residenciales","AVENIDA DIAGONAL, 361 - P. 3 PTA. 1","roig@roigconstruccions.com","30","[934519086]","1985-12-24","2018-12-31","SOCIEDAD LIMITADA","08037 BARCELONA (Barcelona)","ROIG CONSTRUCCIONES Y SERVICIOS SL","Desconocido","Activa","[934519194, 931905517, 934519014]","['www.roigconstruccions.com']","pequeña"
"B59196907","4144744.34","2018","3005.06","GARCIA SUAREZ, CARLOS","4321 - Instalaciones eléctricas","CALLE SANT MEDIR, 2","mv@mvinstalaciones.com","55","[934908939]","1991-03-18","2018-12-31","SOCIEDAD LIMITADA","08028 BARCELONA (Barcelona)","MV INSTALACIONES SL","Desconocido","Activa","[932444931, 933305045]","['www.mvinstalaciones.com']","pequeña"
"B60041084","19407800.24","2018","500002.33","BOLEA LALUEZA, JORGE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ARQUIMEDES, 12 - BIS","teknics@teknics.eu","100","[937187018]","1992-03-26","2018-12-31","SOCIEDAD LIMITADA","08210 BARBERA DEL VALLES (Barcelona)","ENGINYERIA TEKNICS SABADELL SL","Desconocido","Activa","[937292766]","['www.teknics.eu']","mediana"
"B60263746","6040721.29","2018","2146500","FONTRODONA AMIGO, JUAN","4321 - Instalaciones eléctricas","CALLE GUELL I FERRER, 94 - 1","central.badalona@inel-2000.com","32","[934601649]","1993-02-16","2018-12-31","SOCIEDAD LIMITADA","08912 BADALONA (Barcelona)","INEL 2000 SL","Desconocido","Activa","[934602721, 934607540, 932694199, 934618415]","['www.inel-2000.com']","pequeña"
