"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B22244073","6365525.8","2018","14201","ABADIA MARTINEZ, LUIS MARIANO","4312 - Preparación de terrenos","AVENIDA HUESCA, S/N","info@abadiamartinez.com","35","Desconocido","2001-01-01","2018-12-31","SOCIEDAD LIMITADA","22255 ALMUNIENTE (Huesca)","ABADIA MARTINEZ SL","Desconocido","Activa","[974390671]","['www.abadiamartinez.com']","pequeña"
"B22309785","6614721.47","2018","12000","VIVES MARCO, ALFREDO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CARRETERA NACIONAL 240, KM 140","Desconocido","17","Desconocido","2006-04-28","2018-12-31","SOCIEDAD LIMITADA","22400 MONZON (Huesca)","ALTIUS GEOTECNIA Y OBRAS ESPECIALES SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B23383375","7482636.51","2018","450000","NEGRATIN GLOBAL SERVICES SOCIEDAD LIMITADA","4321 - Instalaciones eléctricas","CALLE CAPILEIRA, 14 - POL INDUSTRIAL JUNCARIL","aayuso@negratin.com","80","[958490507]","1998-02-16","2018-12-31","SOCIEDAD LIMITADA","18210 PELIGROS (Granada)","INSTALACIONES NEGRATIN SL","['INSTALACIONES NEGRATIN, S.L.']","Activa","[958490156]","['www.negratin.com']","pequeña"
"B23421092","1382653.87","2018","256000","LARA GARRIDO, JUAN","4121 - Construcción de edificios residenciales","CALLE RIO MANZANARES, 2","Desconocido","24","[953704905]","2000-01-14","2018-12-31","SOCIEDAD LIMITADA","23600 MARTOS (Jaén)","HERMANOS LARA GARRIDO SL","Desconocido","Activa","[953704905]","Desconocido","pequeña"
"B23736788","5329985.43","2018","3000","ARMIJO CASADO, MANUEL RICARDO","4121 - Construcción de edificios residenciales","CALLE RECOGIDAS, 35 - PLT BJ, LOCAL 5","construccionesvigar@construccionesvigar.es","30","[953513080]","2014-10-09","2018-12-31","SOCIEDAD LIMITADA","18005 GRANADA (Granada)","VIGAR ARQUITECTURA URBANISMO Y CONSTRUCCIONES SOCIEDAD LIMITADA.","Desconocido","Activa","[953513080, 958104258]","['www.construccionesvigar.es']","mediana"
"B24400236","1490357.82","2018","9300","PEREZ VEGA, LUIS","4121 - Construcción de edificios residenciales","CALLE ORTEGA Y GASSET, 7 - BJ","losobeliscos@losobeliscos.com","25","Desconocido","1999-08-24","2018-12-31","SOCIEDAD LIMITADA","24402 PONFERRADA (León)","C Y P LOS OBELISCOS SL","Desconocido","Activa","[987456215]","['www.losobeliscos.com']","pequeña"
"B25287616","2237612.56","2018","12020.24","TORE PUJOL, ANTONIO","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL CAMI DELS FRARES, S/N - FASE III","ipv@ipvsl.com","19","Desconocido","1992-07-10","2018-12-31","SOCIEDAD LIMITADA","25190 LLEIDA (Lérida)","INSTALACIONES Y PROYECTOS DE VANGUARDIA SL","Desconocido","Activa","[973257090]","['www.ipvsl.com']","pequeña"
"B25303611","9988759.19","2018","632212","ALFARNO SL","4121 - Construcción de edificios residenciales","PLAZA L'ENSENYANÇA, 1 - BJ","arno@arno.es","36","Desconocido","1993-04-20","2018-12-31","SOCIEDAD LIMITADA","25002 LLEIDA (Lérida)","ARNO INFRAESTRUCTURAS SL.","Desconocido","Activa","[973243262]","['www.arno.es']","pequeña"
"B27112424","1034625.79","2014","6615.98","QUIROGA GONZALEZ, ANA MARIA","4110 - Promoción inmobiliaria","AVENIDA DA CORUÑA, 184","aberman@aberman.es","15","[982811945]","1989-11-06","2014-12-31","SOCIEDAD LIMITADA","27003 LUGO (Lugo)","ABERMAN EMPRESA CONSTRUCTORA S.L.","Desconocido","Posible cierre de hoja registral","[982811944, 982811945]","Desconocido","pequeña"
"B27716588","2553551.65","2018","6000","CABALEIRO RODRIGUEZ, JOSE MANUEL","4321 - Instalaciones eléctricas","CALLE PINO, 112 - BJ IZ","iemi.cabaleiro@mundo-r.com","58","Desconocido","2011-10-01","2018-12-31","SOCIEDAD LIMITADA","36206 VIGO (Pontevedra)","IEMI CABALEIRO SL","Desconocido","Activa","[986273974, 986459181, 886129417]","Desconocido","mediana"
"B27802503","9197570.43","2018","200000","VALIÑAS MONTEAGUDO, PABLO","4211 - Construcción de carreteras y autopistas","LUGAR A ERMIDA (MARCON)","administracion@nexiainfraestructuras.es","52","Desconocido","2014-05-14","2018-12-31","SOCIEDAD LIMITADA","36158 PONTEVEDRA (Pontevedra)","NEXIA INFRAESTRUCTURAS SLU","Desconocido","Activa","[986190020]","['www.nexiainfraestructuras.es']","mediana"
"B27834639","2689307.39","2018","3300","RIAL ALONSO, MARCOS MANUEL","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL A PASAXE (VINCIOS), 48","Desconocido","65","Desconocido","2016-07-18","2018-12-31","SOCIEDAD LIMITADA","36380 GONDOMAR (Pontevedra)","INSTALACIONES Y SERVICIOS ELECTRICOS DE VIGO SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B29869856","27265676.99","2018","150040","PADILLA GOMEZ GUILLAMON, VICENTE","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA JUAN LOPEZ DE PEÑALVER, 17 - PQ. TECNOLOGICO DE ANDALUCIA","info@aertecsolutions.com","541","[952020174]","1997-11-17","2018-08-31","SOCIEDAD LIMITADA","29590 MALAGA (Málaga)","AERTEC SOLUTIONS SL.","Desconocido","Activa","[951010200, 902060100, 952020652]","['www.aertecsolutions.com']","grande"
"B29877065","4884255.22","2018","501594.6","GOMEZ JIMENEZ, JUAN RAMON","4329 - Otras instalaciones en obras de construcción","CALLE TRAVESIA DE MAQUEDA, 52","info@ramfran.es","30","Desconocido","1997-12-23","2018-12-31","SOCIEDAD LIMITADA","29591 MALAGA (Málaga)","CONSTRUCCIONES Y PROYECTOS RANFRAN SL","Desconocido","Activa","[952626514]","['www.ramfran.es']","pequeña"
"B30405740","5641867.68","2018","12020.24","ZAMBUDIO PEREZ, JOSE ANGEL","0123 - Cultivo de cítricos","CALLE SAN VICENTE DE PAUL, 6 - BJ ZN IND","rmmula@zambudio.es","25","[968870305]","1994-03-08","2018-12-31","SOCIEDAD LIMITADA","30100 MURCIA (Murcia)","AGRYTEL SL","Desconocido","Activa","[968308309]","['www.agritel.com']","pequeña"
"B30447056","17047442.15","2018","1335000","VILLAESCUSA MANOGIL, JOSE FRANCISCO","2511 - Fabricación de estructuras metálicas y sus componentes","CALLE SIERRA DE LA PILA, 20 - NAVE 7","info@grupovillaescusa.com","92","[968190819]","1995-01-27","2018-12-31","SOCIEDAD LIMITADA","30730 SAN JAVIER (Murcia)","GRUPO VILLAESCUSA DESARROLLO SL.","Desconocido","Activa","[968190121]","Desconocido","mediana"
"B30473599","49003290.24","2018","865680.4","CAZORLA PARRA, PEDRO","4121 - Construcción de edificios residenciales","CALLE DONANTES DE SANGRE, 1 - A C","sodelor@sodelor.com","145","[968407052]","1995-07-17","2018-12-31","SOCIEDAD LIMITADA","30800 LORCA (Murcia)","INVERSION Y EDIFICACIONES SODELOR SL","Desconocido","Activa","[968406069]","['www.sodelor.com']","mediana"
"B30744551","31454944.29","2018","600057.72","SEVILLA TRUJILLO, ANTONIO JESUS","4321 - Instalaciones eléctricas","CALLE BUCAREST, 30","info@iconoenterprise.com","511","[968224036]","2000-10-25","2018-12-31","SOCIEDAD LIMITADA","30353 CARTAGENA (Murcia)","ICONO ENTERPRISE SOCIEDAD LIMITADA.","Desconocido","Activa","[968525452]","['www.iconoenterprise.com']","mediana"
"B30787477","6702857.2","2016","1786902","BONNET, JEAN FRANCOIS PIERRE CHARLES","4122 - Construcción de edificios no residenciales","CALLE CRONOS, 8 - 3ª PLANTA. OFICINA 11","jfpierre@mosindustrialycivil.com","83","Desconocido","2005-05-24","2016-12-31","SOCIEDAD LIMITADA","28037 MADRID (Madrid)","MOS INDUSTRIAL Y CIVIL BUSINESS SL.","Desconocido","Ilocalizable según nuestras fuentes","[968324983]","Desconocido","mediana"
"B30808075","815686.44","2018","18950","BANO MENGUAL, JUAN JOSE","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE MIGUEL HERNANDEZ, 23 - PISO 1 DR","info@grupoindepro.com","20","[672070287]","2007-02-12","2018-12-31","SOCIEDAD LIMITADA","30740 SAN PEDRO DEL PINATAR (Murcia)","GENERATING FOR PROGRESS SOCIEDAD LIMITADA.","Desconocido","Activa","[968103773]","['www.grupoindepro.com']","pequeña"
"B31555915","7327046.87","2018","800020","GOÑI PITILLAS, ANGEL MARIA","2511 - Fabricación de estructuras metálicas y sus componentes","POLIGONO MESETA DE SALINAS, 3","nsm@nuevosistemamodular.com","23","[948134374]","1995-12-19","2018-12-31","SOCIEDAD LIMITADA","31191 GALAR (Navarra)","NUEVO SISTEMA MODULAR SL","Desconocido","Activa","[948134105]","['www.nuevosistemamodular.com']","pequeña"
"B31806490","17495685.57","2018","226800","CASDI SL","4110 - Promoción inmobiliaria","AVENIDA SANCHO EL FUERTE, 21 - IZ","info@abaigar.com","67","[948173605]","2003-12-30","2018-12-31","SOCIEDAD LIMITADA","31007 PAMPLONA/IRUÑA (Navarra)","ABAIGAR PROMOCION Y CONSTRUCCION SL.","Desconocido","Activa","[948100099]","['www.abaigar.com']","mediana"
"B32262867","3544173.78","2018","435100","MIGUEZ ALEN, EMILIO JOSE","4121 - Construcción de edificios residenciales","CARRETERA OU-209","info@graniorega.com","21","[988214140]","2000-02-18","2018-12-31","SOCIEDAD LIMITADA","32420 LEIRO (Orense)","GRANIOREGA SL","Desconocido","Activa","Desconocido","['www.graniorega.com']","pequeña"
"B33031741","284876","2017","12621","SCHROETER DE OLIVEIRA PIRES HORTA OSORIO, JOSE ANTO","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL LLAMES, NAV 9BIS","central@asturwatt.es","8","[985794912]","1986-01-16","2017-12-31","SOCIEDAD LIMITADA","33429 SIERO (Asturias)","ASTURWATT SL","Desconocido","Activa","[985259079]","['www.asturwatt.es']","pequeña"
"B33859281","2773089.81","2018","4000","MONTES SUAREZ, MANUEL","7120 - Ensayos y análisis técnicos","CALLE BENJAMIN FRANKLIN, 351 - NAVE 4","correo@iscal.net","25","[985132431]","1999-11-02","2018-12-31","SOCIEDAD LIMITADA","33211 GIJON (Asturias)","INSTRUMENTACION Y SERVICIOS DE CALIBRACION SL","Desconocido","Activa","[985195062, 985131888, 985132380]","['www.iscal.net']","pequeña"
"B33891912","4119830.34","2018","305400","LEFEVRE, IVES","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DOCTOR AQUILINO HURLE, 31 - 33 BJ IZ","zincobre@zincobre.es","18","[984293900]","2002-08-21","2018-12-31","SOCIEDAD LIMITADA","33202 GIJON (Asturias)","ZINCOBRE INGENIERIA SL","Desconocido","Activa","[984292900]","['www.zincobre.com']","pequeña"
"B35042092","12056000","2018","24000000","BODEGAS TIRAJANA SL","4399 - Otras actividades de construcción especializada n.c.o.p.","AVENIDA DE LA UNION EUROPEA, 4 - A","info@gruposantanacazorla.com","295","[928766406]","1979-02-19","2018-12-31","SOCIEDAD LIMITADA","35100 SAN BARTOLOME DE TIRAJANA (Palmas (Las))","HERMANOS SANTANA CAZORLA SOCIEDAD LIMITADA","['GRUPO SANTANA CAZORLA']","Activa","[928764811, 928769648, 928765713]","['www.gruposantanacazorla.com']","mediana"
"B35826890","1748335.48","2018","3100","SUAREZ ALONSO, ELOISA FRANCISCA","4121 - Construcción de edificios residenciales","CALLE PABLO NERUDA, 51","nortesur_obras@hotmail.com","24","Desconocido","2004-11-11","2018-12-31","SOCIEDAD LIMITADA","35110 SANTA LUCIA DE TIRAJANA (Palmas (Las))","NORTE SUR OBRAS Y REFORMAS S.L.","Desconocido","Activa","[928755580]","Desconocido","pequeña"
"B36263564","4662877.21","2017","148910.72","LOIS PUENTE, ALVARO JAIME","4121 - Construcción de edificios residenciales","PLAZA RIESTRA, 6 - BJ","ediserpo@ediserpo.com","21","[986872600]","1996-05-06","2017-12-31","SOCIEDAD LIMITADA","36995 POIO (Pontevedra)","CONSTRUCTORA EDISERPO SL","Desconocido","Concurso","[986833127]","['www.ediserpo.com']","pequeña"
"B36532786","1365573.2","2018","23500","FARINA OUTON, CARLOS","4121 - Construcción de edificios residenciales","CALLE ITALIA, 35 - 3 D MONTEPORREIRO","info@fachadasventiladascaver.com","0","Desconocido","2006-07-14","2018-12-31","SOCIEDAD LIMITADA","36162 PONTEVEDRA (Pontevedra)","EUROMONTAJES CAVER SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B36754471","3088836.28","2018","75125.61","VARELA SILVA, RAMON FERNANDO","4321 - Instalaciones eléctricas","AVENIDA RICARDO MELLA, 121","mantenimiento@aceuve.com","40","[986231074]","1992-11-09","2018-12-31","SOCIEDAD LIMITADA","36330 VIGO (Pontevedra)","ACEUVE MANTENIMIENTO SL","Desconocido","Activa","[986294403, 986231239]","['www.aceuve.com']","pequeña"
"B36929735","1383884.16","2017","1934760","Desconocido","6420 - Actividades de las sociedades holding","CALLE F (POLIGONO INDUSTRIAL A GRANXA), 3 - PARALELA 3","matrigalsa@matrigalsa.com","20","Desconocido","2003-11-18","2017-12-31","SOCIEDAD LIMITADA","36400 O PORRIÑO (Pontevedra)","GRUPO MATRIGALSA SL (EXTINGUIDA)","Desconocido","Extinción","[986277300]","['www.matrigalsa.com']","pequeña"
"B38624656","1263769.99","2018","6300","DE LEON DE VERA, FRANCISCO MANUEL","4321 - Instalaciones eléctricas","CARRETERA GUIMAR ARAFO, 12 - LG CHOGO","lahidro@lahidro.net","28","Desconocido","2001-02-21","2018-12-31","SOCIEDAD LIMITADA","38500 GÜIMAR (Tenerife)","LAHIDRO DEL SIGLO XXI SL","Desconocido","Activa","[922511850, 922514441, 822142557]","Desconocido","pequeña"
"B38926242","1914105.33","2017","3006","LUQUE PEREZ, SANTIAGO CARMELO","4399 - Otras actividades de construcción especializada n.c.o.p.","CARRETERA GENERAL EL ROSARIO, 33 - NAV 27, T","rcaballero@mantecan.com","40","Desconocido","2007-06-21","2017-12-31","SOCIEDAD LIMITADA","38108 SAN CRISTOBAL DE LA LAGUNA (Tenerife)","MANTECAN S.L.","Desconocido","Activa","[922614760]","Desconocido","mediana"
"B39029798","5985607","2018","90150","ECHEVARRIA RUIZ, JUAN CARLOS","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","BARRIO MAR, NAV C 2","info@cuevasobras.es","54","Desconocido","1981-04-29","2018-12-31","SOCIEDAD LIMITADA","39313 POLANCO (Cantabria)","CUEVAS GESTION DE OBRAS SL","Desconocido","Activa","[942845015]","['www.cuevasobras.es']","mediana"
"B39493978","13051518.5","2018","5400","CELIS GONZALEZ, ELIAS","4312 - Preparación de terrenos","AVENIDA BILBAO, 41 - BJ 2","rucecan@rucecan.com","90","[942888823]","2000-11-30","2018-12-31","SOCIEDAD LIMITADA","39300 TORRELAVEGA (Cantabria)","RUCECAN SL","Desconocido","Activa","[942835342]","['www.rucecan.com']","mediana"
"B39662192","2713903.72","2018","3006","MANZANO PERAL, JESUS","4121 - Construcción de edificios residenciales","AVENIDA PUENTE DE CARLOS III, 47 - 1","torresamelar@hotmail.es","63","Desconocido","2007-06-01","2018-12-31","SOCIEDAD LIMITADA","39200 REINOSA (Cantabria)","TORRESAMELAR SL","Desconocido","Activa","[942755166]","Desconocido","mediana"
"B39753165","1641789.07","2018","3006","DIAZ CARRAL, CARLOS","4122 - Construcción de edificios no residenciales","BARRIO SAN LORENZO, 12 - PISO 2 DR","fermargut@hotmail.com","10","Desconocido","2011-09-26","2018-12-31","SOCIEDAD LIMITADA","39470 PIELAGOS (Cantabria)","DISACARXXI S.L.","Desconocido","Activa","[942318227]","Desconocido","grande"
"B39772447","5167132.63","2018","3000","SAIZ GOMEZ, JOSE","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","BARRIO LAS VENERAS, S/N","tecnico@cannor.es","19","[942589270]","2012-11-27","2018-12-31","SOCIEDAD LIMITADA","39478 PIELAGOS (Cantabria)","CANNOR OBRAS Y SERVICIOS DE CANTABRIA SL.","Desconocido","Activa","[942575412]","Desconocido","pequeña"
"B41412826","5932763.62","2018","844200","SANCHEZ DE PABLO, GARCIA DANIEL","3315 - Reparación y mantenimiento naval","AVENIDA SAN FRANCISCO JAVIER, 9 - PLANTA 8 MODULO 3","sp@spconsulto.com","24","Desconocido","1990-06-06","2018-12-31","SOCIEDAD LIMITADA","41018 SEVILLA (Sevilla)","SP CONSULTORES Y SERVICIOS SL","Desconocido","Activa","[954921896]","['www.spconsulto.com']","pequeña"
"B41968264","1141122","2018","7001848","MOALA PROPERTIES 2018 SL","4110 - Promoción inmobiliaria","PASEO CASTELLANA, 280 - PLT 2","gestiondocumental.aliseda@alisedainmobiliaria.com","0","Desconocido","1999-02-17","2018-12-31","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","VILAMAR GESTION SL","Desconocido","Activa","[918360606]","Desconocido","pequeña"
"B42187104","16561785.15","2018","3674437","VALORES GARPA SL","4121 - Construcción de edificios residenciales","CALLE CABALLEROS, 12 - BAJO","herce@grupoherce.com","27","[975228261]","2007-08-03","2018-12-31","SOCIEDAD LIMITADA","42002 SORIA (Soria)","HERMANOS RUBIO GRUPO CONSTRUCTOR HERCE SL","Desconocido","Activa","[975224489, 913144132]","['www.grupoherce.com']","pequeña"
"B43503804","3582932.91","2018","174975","ADRULIA SOCIEDAD LIMITADA","4322 - Fontanería, instalaciones de sistemas de calefacción y aire acondicionado","CALLE JOSEP M CARANDELL ROBUSTE, 7","comptabilitat@grupclau.cat","47","[977338075]","1997-04-08","2018-12-31","SOCIEDAD LIMITADA","43206 REUS (Tarragona)","CLAU CENTRE DE SERVEIS SOCIEDAD LIMITADA","Desconocido","Activa","[977338530]","['www.grupclau.cat']","pequeña"
"B43963867","3522916.86","2018","3100","QUINTAS REQUEJO, ELVIS","2511 - Fabricación de estructuras metálicas y sus componentes","CALLE TARRAGONA, NAV 3","ingasur95@ingasur95.com","50","[977318786]","2008-09-17","2018-12-31","SOCIEDAD LIMITADA","43330 RIUDOMS (Tarragona)","INGASUR 95 RIUDOMS SL","Desconocido","Activa","[977318779]","['www.ingasur95.com']","mediana"
"B45360963","2751212.66","2018","21350","GALAN GALAN, GASPAR","4121 - Construcción de edificios residenciales","CALLE CARPINTERIA, 43","info@rojoga-sl.com","18","[925701773]","1995-07-12","2018-12-31","SOCIEDAD LIMITADA","45638 PEPINO (Toledo)","ROJOGA Y REFORMAS TALAVERA SL","Desconocido","Activa","[925815132, 925701773]","['www.rojoga-sl.com']","pequeña"
"B45619103","5978597.82","2018","300000","NICOLAS GOMEZ, LUIS ROBERTO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE ESCALERILLAS DE LA VEGA, S/N - LOCAL 1","entorno@entornoservicios.com","26","[925215632]","2006-03-16","2018-12-31","SOCIEDAD LIMITADA","45004 TOLEDO (Toledo)","ENTORNO OBRAS Y SERVICIOS SL","Desconocido","Activa","[925239353]","['www.entornoservicios.com']","pequeña"
"B45676590","2174956.32","2018","3006","VELASCO MORA, JESUS ANTONIO","4211 - Construcción de carreteras y autopistas","CALLE VIRGEN MARIA, 4","urpachejc@urpache.com","66","[926581957]","2007-12-13","2018-12-31","SOCIEDAD LIMITADA","45730 VILLAFRANCA DE LOS CABALLEROS (Toledo)","URPACHE SL","Desconocido","Activa","[926581957]","Desconocido","mediana"
"B46048559","15499478.39","2016","150250","MONRABAL HERNANDEZ, SALVADOR VICENTE","4321 - Instalaciones eléctricas","CALLE PI BLANC, 3","monrabal@monrabal.net","150","[963965134]","1970-06-07","2016-12-31","SOCIEDAD LIMITADA","46026 VALENCIA (Valencia)","ELECTROTECNIA MONRABAL SL","['ELECTROTECNIA MONRABAL, S.L.']","Activa","[963185656]","['www.monrabal.net']","mediana"
"B46067583","1920235.98","2018","47480","MANCEBO HERRERO, ELEUTERIO","4110 - Promoción inmobiliaria","CALLE DE SALVADOR TORMO, 39 - BJ","consmg@terra.es","17","[962915259]","1973-11-10","2018-12-31","SOCIEDAD LIMITADA","46870 ONTINYENT (Valencia)","CONSTRUCCIONES MANCEBO GONZALEZ SL","Desconocido","Activa","[962913506]","Desconocido","pequeña"
"B46635991","13777153.11","2018","72120","PELUFO GAYA, JUAN BAUTISTA","4121 - Construcción de edificios residenciales","POLIGONO INDUSTRIAL SUR, PAR 8 B 1,1","proyme@proyme.es","50","[961750872]","1989-06-26","2018-12-31","SOCIEDAD LIMITADA","46230 ALGINET (Valencia)","PROYME INGENIERIA Y CONSTRUCCION SOCIEDAD LIMITADA.","Desconocido","Activa","[961752596, 961750872, 961750948]","['www.proyme.es']","pequeña"
"B46953576","4601941.35","2017","42070","GUTIERREZ SALA, LUIS ALBERTO","4122 - Construcción de edificios no residenciales","CALLE NUMERO 32, 116","obrasyproyectos@inserman.es","22","Desconocido","1991-07-01","2017-12-31","SOCIEDAD LIMITADA","46470 CATARROJA (Valencia)","OBRAS Y PROYECTOS INSERMAN SL","Desconocido","Activa","[961220260]","['www.inserman.es']","pequeña"
"B47508106","3593338.89","2018","120000","SANZ MADRAZO, JOSE LUIS","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE ALUMINIO, 23 - NAVE 8","administracion@potenciaycontrol.com","63","[983308140]","2002-12-18","2018-12-31","SOCIEDAD LIMITADA","47012 VALLADOLID (Valladolid)","POTENCIA Y CONTROL AIS SL","Desconocido","Activa","[983308033]","['www.potenciaycontrol.com']","mediana"
"B47771027","3955624.55","2018","99450","TORIO SANCHEZ, DANIEL","4122 - Construcción de edificios no residenciales","CARRETERA LA SECA, 17","info@crealiaconstruccion.es","21","Desconocido","2017-07-31","2018-12-31","SOCIEDAD LIMITADA","47400 MEDINA DEL CAMPO (Valladolid)","CREALIA CONSTRUCCION XXI, SL.","Desconocido","Activa","[983812581]","Desconocido","pequeña"
"B48510010","2754743.07","2017","1239995","COBANERA ALTUNA, EDUARDO","4121 - Construcción de edificios residenciales","CALLE LA ECONOMIA, 42","baracons@baracons.com","19","[944850973]","1992-05-02","2017-12-31","SOCIEDAD LIMITADA","48902 BARAKALDO (Bizkaia)","CONSTRUCCIONES BARACONS SL (EN LIQUIDACION)","Desconocido","Liquidación concursal","[944991708]","['www.baracons.com']","pequeña"
"B49101587","1962577.24","2018","7813.16","MIGUEL BLANCO, AGUEDA","4121 - Construcción de edificios residenciales","CALLE TIRO LA BOLA, 27","aislaprieto@telefonica.net","13","[980536113]","1989-03-18","2018-12-31","SOCIEDAD LIMITADA","49731 MORERUELA DE LOS INFANZONES (Zamora)","AISLAPRIETO SL","Desconocido","Activa","[980512985]","Desconocido","pequeña"
"B49290489","4431168.56","2018","4000","PRIETO LEON, IVAN","4121 - Construcción de edificios residenciales","CALLE ZAMORA, 8","construccionesprietoleon@gmail.com","25","Desconocido","2016-02-24","2018-12-31","SOCIEDAD LIMITADA","49650 SAN ESTEBAN DEL MOLAR (Zamora)","CONSTRUCCIONES PRIETO LEON SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B50641323","12570302.36","2018","3005.06","LUMBRADA 2000 SL","4122 - Construcción de edificios no residenciales","PASEO INDEPENDENCIA, 14 - PISO 1 IZ","eanso@acontebro.es","8","Desconocido","1995-02-10","2018-12-31","SOCIEDAD LIMITADA","50004 ZARAGOZA (Zaragoza)","ACONTEBRO SOCIEDAD LIMITADA.","Desconocido","Activa","[876539687]","Desconocido","pequeña"
"B50824929","4681000","2018","6000","MATA VAZQUEZ, FRANCISCO JAVIER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CARRETERA MADRID, OF. 7","administracion@gmrsl.com","63","[976329268]","1999-12-03","2018-12-31","SOCIEDAD LIMITADA","50012 ZARAGOZA (Zaragoza)","GMR HOMOLOGACIONES SOCIEDAD LIMITADA.","Desconocido","Activa","[976328081, 976460021, 976488257]","['www.gmrhomologaciones.com']","mediana"
"B50903632","5550912.47","2018","245000","GONZALEZ CASADO, BUENAVENTURA","4121 - Construcción de edificios residenciales","CALLE DELICIAS, 2 - 2 B","info@araconsa.com","70","Desconocido","2001-11-12","2018-12-31","SOCIEDAD LIMITADA","50017 ZARAGOZA (Zaragoza)","CONSTRUCCIONES GENERALES ARACONSA SL","Desconocido","Activa","[973760119]","['www.araconsa.com']","mediana"
"B54025705","30164724.2","2018","25000","BRINKE ALBERT TEN","4110 - Promoción inmobiliaria","PLAZA ESPAÑA, 9 - ESC IZ. PISO 6 IZ","oficina@tenbrinke.es","8","[911875089]","2005-06-22","2018-03-31","SOCIEDAD LIMITADA","28008 MADRID (Madrid)","TEN BRINKE DESARROLLOS SL","Desconocido","Activa","[911875089, 912197662, 915141946, 915414946]","['www.tenbrinke.es']","pequeña"
"B54418694","760040.17","2018","3006","PRIETO SANTAGUEDA, JOAQUIN","4321 - Instalaciones eléctricas","PASEO CARRETERA, 32 - PLT 2","cati@electromarinabaixa.com","15","[966811559]","2009-04-02","2018-12-31","SOCIEDAD LIMITADA","03501 BENIDORM (Alicante)","ELECTRO MARINA BAIXA SL.","Desconocido","Activa","[966808552]","Desconocido","pequeña"
"B54568787","2459310.5","2018","3100","BERNA CANTO, MIGUEL RAMON","4339 - Otras actividades de acabado de edificios","CALLE HUERTA, 1 - PISO 6 A","Desconocido","30","Desconocido","2011-05-30","2018-12-31","SOCIEDAD LIMITADA","03340 ALBATERA (Alicante)","CONSTRUCCIONES SETACONS SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B54840418","6785553.8","2018","7500","RABASCO MORTES, ALEJANDRO","4121 - Construcción de edificios residenciales","CALLE MATRONA MARIA CANOVAS, 5 - BJ","Desconocido","86","Desconocido","2015-02-12","2018-12-31","SOCIEDAD LIMITADA","03312 ORIHUELA (Alicante)","EDIMAR VEGA BAJA SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B55072458","5746909.06","2018","30411","LAUCIRICA GARI, JORGE","4110 - Promoción inmobiliaria","CALLE MAJOR, 2","comptabilitat@integrapir.com","16","Desconocido","2010-04-26","2018-12-31","SOCIEDAD LIMITADA","17520 PUIGCERDA (Gerona)","INTEGRA PROMOU I REHABILITA SL.","Desconocido","Activa","[972111333, 972882434]","Desconocido","pequeña"
"B55231146","708871.29","2018","3000","OUHOU, ABDELALI","4121 - Construcción de edificios residenciales","PASEO MARQUES DE CAMPS, 8 - ENT 2","construccionesouhou@gmail.com","20","Desconocido","2015-03-24","2018-12-31","SOCIEDAD LIMITADA","17190 SALT (Gerona)","CONSTRUCCIONES OUHOU SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B55652507","3931595.09","2018","3100","ALSINA BLASCO, JOSE","4121 - Construcción de edificios residenciales","AVENIDA TARRAGONA, 184 - ESC A PISO 1 4","jabtarragona@gmail.com","96","Desconocido","2015-03-03","2018-12-31","SOCIEDAD LIMITADA","43881 CUNIT (Tarragona)","JAB REFORMAS TARRAGONA SOCIEDAD LIMITADA.","Desconocido","Activa","[931668188, 977675969]","Desconocido","mediana"
