"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B82492984","4621435.5","2017","753000","MALDONADO ALONSO, JORGE DAVID","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE JOSE ISBERT, 20 - PISO 1","info@aticonsult.es","19","[914855432]","1999-12-01","2017-12-31","SOCIEDAD LIMITADA","28223 POZUELO DE ALARCON (Madrid)","ASISTENCIAS TECNICAS DE INGENIERIA CONSULTORES SL","Desconocido","Activa","[914855430]","['www.aticonsult.es']","pequeña"
"B82849316","3014391.74","2018","273005.06","FERNANDEZ RODRIGUEZ, RODOLFO","4121 - Construcción de edificios residenciales","CALLE URANO, 1","administracion@rfr.com.es","26","[916975805]","2000-12-22","2018-12-31","SOCIEDAD LIMITADA","28936 MOSTOLES (Madrid)","RFR EFICIENCIA Y CONSTRUCCION SOCIEDAD LIMITADA.","Desconocido","Activa","[916906149]","['www.rfr.com.es']","pequeña"
"B83040212","13723025.8","2018","1000016","FUNKE, HOLGER","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE LOZOYA, 6 - NAV 20","info@seppelec.com","90","[916797729]","2001-06-21","2018-12-31","SOCIEDAD LIMITADA","28925 ALCORCON (Madrid)","SEPPELEC SL","['SEPPELEC']","Activa","[916797751]","['www.seppelec.com']","mediana"
"B83961656","6216626.62","2018","1503006","MOOG, TIM","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE VIA DE LOS POBLADOS, 1 - PISO 5 D","madrid@voith.com","56","[917923389]","2004-04-06","2018-12-31","SOCIEDAD LIMITADA","28033 MADRID (Madrid)","UMLAUT CONSULTING ENGINEERING SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B85548329","43886000","2018","3000","GLOBAL DOMINION ACCESS SA REPRES PJ BARANDIARAN LANDIN MIKEL FELIX","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE JOSEFA VALCARCEL, 3 - 5","eduardo.ortiz@dominion-global.com","407","[917434953]","2008-10-20","2018-12-31","SOCIEDAD LIMITADA","28027 MADRID (Madrid)","DOMINION NETWORKS SL","Desconocido","Activa","[917434950, 944793787]","['www.dominion.es']","grande"
"B86806197","2032901.98","2017","3000","GALAN ROMO, JESUS DAVID","4121 - Construcción de edificios residenciales","CALLE RAFAEL MARCOTE, 1","luarymonar@gmail.com","87","Desconocido","2013-08-28","2017-12-31","SOCIEDAD LIMITADA","28053 MADRID (Madrid)","LUAR Y MONAR SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B87009627","8260665.42","2018","3100","LLAMAS POMBO, EUGENIO","4121 - Construcción de edificios residenciales","AVENIDA DE LAS CANTERAS, 60","oficina@secofir.com","125","[918659534]","2014-05-08","2018-12-31","SOCIEDAD LIMITADA","28343 VALDEMORO (Madrid)","SECOFIR FUEGO SL.","Desconocido","Concurso","Desconocido","['www.secofir.es']","mediana"
"B87416707","2117934.46","2017","50000","SANCHEZ HERRERA, LUZ ADRIANA","6120 - Telecomunicaciones inalámbricas","CALLE LA PALMA, 1 - BL 3,1 D","Desconocido","75","Desconocido","2015-11-12","2017-12-31","SOCIEDAD LIMITADA","28850 TORREJON DE ARDOZ (Madrid)","REDESAN COMUNICATION SERVICES SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B91260232","71282.16","2018","261025","GARRIDO MORENO, FRANCISCO MANUEL","4121 - Construcción de edificios residenciales","CALLE FRAY LUIS DE LEON, 4","info@hergamo.com","3","[955702764]","2003-01-15","2018-12-31","SOCIEDAD LIMITADA","41800 SANLUCAR LA MAYOR (Sevilla)","INVERSIONES HERGAMO SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B91353136","669484.37","2018","3006","GARCIA GARCIA, FRANCISCO JAVIER","5610 - Restaurantes y puestos de comidas","AVENIDA MAIRENA DEL ALJARAFE, 13 - OFICINA 2","tecniciser@tecniciser.com","12","Desconocido","2004-03-10","2018-12-31","SOCIEDAD LIMITADA","41110 BOLLULLOS DE LA MITACION (Sevilla)","TECNICISER MANTENIMIENTO SOCIEDAD LIMITADA.","Desconocido","Activa","[955776585]","['www.tecniciser.com']","pequeña"
"B91840280","13478257.97","2018","107000","BRAQUEHAIS LUMBRERAS, TECLA","4321 - Instalaciones eléctricas","POLIGONO INDUSTRIAL RED, 7","secretaria@sistemgroup.es","46","Desconocido","2009-10-15","2018-12-31","SOCIEDAD LIMITADA","41500 ALCALA DE GUADAIRA (Sevilla)","SISTEM INFRAESTRUCTURAS Y OPERACIONES EPC SOCIEDAD LIMITADA.","Desconocido","Activa","[952960761, 955412027]","['www.sistemastecnicosymontajes.com']","pequeña"
"B92241991","4546896.33","2018","16227","MENA ROMERO, ANTONIO JESUS","4121 - Construcción de edificios residenciales","CALLE CUARTEL, 77 - 1","administracion@menalinfraestructuas.com","59","Desconocido","2001-05-18","2018-12-31","SOCIEDAD LIMITADA","29691 MANILVA (Málaga)","MENAL INFRAESTRUCTURAS SL.","Desconocido","Activa","[956795407]","Desconocido","pequeña"
"B92486315","10140696.82","2018","3865000","ORLOPE SL","4121 - Construcción de edificios residenciales","AVENIDA DEL GOLF, LOC 1 ED COMERCIAL URBANORIA","administracion@aryon.es","30","Desconocido","2003-11-13","2018-12-31","SOCIEDAD LIMITADA","29649 MIJAS (Málaga)","ARYON INFRAESTRUCTURAS SL","Desconocido","Activa","[952587563]","['www.aryon.es']","pequeña"
"B95331666","2261003.04","2018","137344","ECHEVARRIA LECUE, PAULA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE GENERAL CONCHA, 25 - PISO 6","administracion@3dbconsult.com","50","Desconocido","2004-09-07","2018-12-31","SOCIEDAD LIMITADA","48010 BILBAO (Bizkaia)","3DB CONSULTORES SOCIEDAD LIMITADA.","Desconocido","Activa","[946053537]","['www.3dbconsult.com']","mediana"
"B95408340","5991292.32","2018","400000","ANDRADE CORTES, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE PINTOR LOSADA, 29 - BAJO","info@andrasa.com","23","[944059516]","2006-02-06","2018-12-31","SOCIEDAD LIMITADA","48004 BILBAO (Bizkaia)","CONSTRUCCIONES Y REFORMAS ANDRASA SL","Desconocido","Activa","[944597700, 944059286, 944314723]","['www.andrasa.com']","pequeña"
"B95488839","17368107","2017","178500","Desconocido","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CAMINO SANGRONIZ, 6 - MOD 2.O","rdimet@rdimet.com","21","[944806089]","2007-06-25","2017-12-31","SOCIEDAD LIMITADA","48150 SONDIKA (Bizkaia)","REINGENIERIA DESARROLLOS E INNOVACIONES EN TECNOLOGIA DE LOS METALES SOCIEDAD LIMITADA (EXTINGUIDA)","Desconocido","Extinción","[944806088, 944537150]","['www.fagorarrasate.com']","mediana"
"B96593710","7732308.86","2018","22537.5","BLUEPAL SOCIEDAD LIMITADA","7111 - Servicios técnicos de arquitectura","CALLE VELLUTERS, 2 - POL INDUSTRIAL VARA DE QUART","info@amusementlogic.es","45","[961565346]","1996-11-18","2018-12-31","SOCIEDAD LIMITADA","46014 VALENCIA (Valencia)","AMUSEMENT LOGIC SOCIEDAD LIMITADA","['AMUSEMENT LOGIC']","Activa","[961581614, 961474126]","['www.amusementlogic.es']","pequeña"
"B96771613","3456787.94","2017","33055","APARICIO CONSULTING SLP","4122 - Construcción de edificios no residenciales","CALLE TEROL, 15 - ESCALERA B PISO 8º","apuc@apuc.es","11","Desconocido","1998-06-12","2017-12-31","SOCIEDAD LIMITADA","46008 VALENCIA (Valencia)","ACTUACIONES PUBLICAS Y CIVILES SL","Desconocido","Concurso","[963848340]","['www.apuc.es']","pequeña"
"B98212970","14461279.41","2018","3030","BERPRE INVERSIONES SOCIEDAD LIMITADA REPRES PJ BERTOLIN PEREZ ELENA INES","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE GUGLIELMO MARCONI, 11 - PQ. TECNOLOGICO - LOCAL 28 D","Desconocido","100","[963845347]","2009-12-29","2018-12-31","SOCIEDAD LIMITADA","46980 PATERNA (Valencia)","CIVINED SOCIEDAD LIMITADA.","Desconocido","Activa","[963841234]","Desconocido","mediana"
"B98490964","27841524.45","2018","200000","LLEDO SILLA, CESAR","2711 - Fabricación de motores, generadores y transformadores eléctricos","CALLE COLON, 1 - 8 23","comercial@eurenergroup.com","14","Desconocido","2012-11-19","2018-12-31","SOCIEDAD LIMITADA","46004 VALENCIA (Valencia)","EUROPEAN ENERGY WORLD SL","Desconocido","Activa","[960045515, 960054950]","['www.eurenergroup.com']","pequeña"
"B98647027","2086176.6","2018","3000","DIAZ MARTINEZ, JOSE MIGUEL","4121 - Construcción de edificios residenciales","AVENIDA AUSIAS MARCH, 12","mdiazt@construccionesdiazsala.com","68","Desconocido","2014-07-01","2018-12-31","SOCIEDAD LIMITADA","46814 LLANERA DE RANES (Valencia)","DIHERSA INVERSIONES SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"G22010094","2760104.5","2018","10000","Desconocido","8720 - Asistencia en establecimientos residenciales para personas con discapacidad intelectual, enfermedad mental y drogodependencia","CARRETERA GRAÑEN, S/N","aspacehuesca@aspacehuesca.org","93","[974225513]","Desconocido","2018-12-31","ASOCIACION","22196 HUESCA (Huesca)","ASOCIACION DE PERSONAS CON PARALISIS CEREBRAL DE HUESCA","Desconocido","Activa","[974227962, 976516522]","['www.aspacehuesca.org']","mediana"
