"Cif (S)","Ventas (N)","Año ventas (S)","Capital social (N)","Cargo principal (S)","Cnae (S)","Domicilio social (S)","Email (S)","Empleados (N)","Fax (S)","Fecha fundacion (S)","Fecha ult. balance (S)","Forma juridica (S)","Localidad (S)","Nombre (S)","Nombre comercial (S)","Situacion (S)","Telefono (S)","Web (S)","tipo (S)"
"B27302231","2131647.75","2018","128008","MARTINEZ MARTINEZ, ANTONIO","4399 - Otras actividades de construcción especializada n.c.o.p.","BARRIO POLIGONO INDUSTRIAL REBOREDO, PAR 12C","buzon@comegsl.net","22","[982416222]","2004-01-05","2018-12-31","SOCIEDAD LIMITADA","27400 MONFORTE DE LEMOS (Lugo)","CONSTRUCCIONES METALICAS GALLEGAS SL","Desconocido","Reapertura de la hoja registral","[982416221]","['www.comegsl.com']","pequeña"
"B28166874","12740550","2018","4395270","GEENE, ERWIN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO CASTELLANA, 184","vanessa.consuegra@worley.com","150","[913535245]","1966-02-22","2018-09-30","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","WORLEY ESPAÑA SERVICES SL.","Desconocido","Activa","[913535100]","Desconocido","mediana"
"B28206118","1010097.57","2018","6252900.16","CRIADO GONZALBEZ, JOSE IGNACIO","6820 - Alquiler de bienes inmobiliarios por cuenta propia","AVENIDA DOCTOR WAKSMAN, 28 - BJ","cristina@waksman.net","20","[963730899]","1968-04-14","2018-12-31","SOCIEDAD LIMITADA","46006 VALENCIA (Valencia)","INMOBILIARIA WAKSMAN SL","['INMOBILIARIA WAKSMAN']","Activa","[963339700]","['www.inmobiliariawaksman.com']","pequeña"
"B29243672","18524089","2018","406877","LOPEZ CAPARROS, ANA MARIA","4121 - Construcción de edificios residenciales","CARRETERA AZUCARERA-INTELHORCE, 42","ielco@ielco.es","63","[952245351]","1988-01-13","2018-12-31","SOCIEDAD LIMITADA","29004 MALAGA (Málaga)","IELCO SL","Desconocido","Activa","[952245151, 952245351]","['www.ielco.es']","pequeña"
"B29439361","3367236.79","2017","3606.07","SERON PEREZ, RAFAEL","4121 - Construcción de edificios residenciales","AVENIDA DEL TIVOLI, 1 - B3","info@seronsl.com","50","Desconocido","1990-04-11","2017-12-31","SOCIEDAD LIMITADA","29639 BENALMADENA (Málaga)","CONSTRUCCIONES SERON SL","Desconocido","Activa","[952445363]","['www.seronsl.com']","pequeña"
"B29608668","1721709.91","2018","3006","RUIZ HIDALGO, JUSTO ANTONIO","4399 - Otras actividades de construcción especializada n.c.o.p.","CALLE CONFIANZA, 22 - PQ INDUSTRIAL","info@piscinascotegun.com","21","Desconocido","1993-03-04","2018-12-31","SOCIEDAD LIMITADA","29560 PIZARRA (Málaga)","COTEGUN SL","Desconocido","Activa","[952483668]","['www.piscinascotegun.com']","pequeña"
"B29709235","9376233","2018","461160","RIJKSEN JANNETJE, PETRONELLA MARIA","4719 - Otro comercio al por menor en establecimientos no especializados","CALLE CASTELAO, 13","admin@euroromar.com","117","[952235841]","1995-01-23","2018-12-31","SOCIEDAD LIMITADA","29004 MALAGA (Málaga)","EUROROMAR SL","Desconocido","Activa","[952172074, 952172204, 951326989]","['www.robertomartin.com']","mediana"
"B30675540","12328792.9","2018","12512618.69","EGEA CABALLERO, CARLOS","3821 - Tratamiento y eliminación de residuos no peligrosos","AVENIDA ALEMANIA, S/N - LG POL. INDUSTRIAL","info@gwplastics-group.com","44","[968632233]","1991-07-24","2018-12-31","SOCIEDAD LIMITADA","30840 ALHAMA DE MURCIA (Murcia)","GREEN WORLD COMPOUNDING SL.","['ALPHAPLASTIC']","Activa","[968632221]","['www.gwplastics-group.com', 'www.gwplastics.com']","mediana"
"B30830525","5283860.73","2018","3100","SANCHEZ ESCAMEZ, EMILIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA LUXEMBURGO, S/N","info@ideaingenieria.es","53","Desconocido","2008-09-12","2018-12-31","SOCIEDAD LIMITADA","30353 CARTAGENA (Murcia)","INGENIERIA Y DISEÑO ESTRUCTURAL AVANZADO SL","Desconocido","Activa","[968500805]","['www.ideaingenieria.es']","mediana"
"B30869077","838879.69","2018","58000","CONESA MEROÑO, MARIANO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE RIO LLOBREGAT, 6","info@marianoconesa.com","16","Desconocido","2012-09-17","2018-12-31","SOCIEDAD LIMITADA","30310 CARTAGENA (Murcia)","MARIANO CONESA S.L.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B31600539","5586147.02","2018","445000","MURO TRUBSWETTER, KILIAN","4399 - Otras actividades de construcción especializada n.c.o.p.","AVENIDA PIO XII, 3","info@decostudio.com","12","[948178189]","1997-05-27","2018-12-31","SOCIEDAD LIMITADA","31008 PAMPLONA/IRUÑA (Navarra)","DECOSTUDIO SERVICIOS GLOBALES DE CONSTRUCCION SL.","Desconocido","Activa","[948256112]","['www.decostudio.com']","pequeña"
"B32230708","15328095","2018","60200","CUPIRE PADESA SL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","LUGAR A MEDUA, S/N","info@cupagroup.com","35","[988335599]","1997-11-04","2018-12-31","SOCIEDAD LIMITADA","32330 CARBALLEDA DE VALDEORRAS (Orense)","CUPA INGENIERIA Y SERVICIOS, S.L.U.","Desconocido","Activa","[988335410]","['www.cupagroup.com']","pequeña"
"B33050972","6884377.14","2018","300500","CUETO PEREZ, EMILIO","4121 - Construcción de edificios residenciales","CALLE TOMAS CRESPO 'FRIGILIS', 42 - PRIMERO","correo@emiliocueto.com","35","Desconocido","1983-12-20","2018-12-31","SOCIEDAD LIMITADA","33013 OVIEDO (Asturias)","CONSTRUCCIONES EMILIO CUETO SL","Desconocido","Activa","[985238290]","Desconocido","pequeña"
"B33479064","1113360.54","2018","33065.06","TEJERINA DIZY, FRANCISCO JAVIER","3319 - Reparación de otros equipos","CALLE MONTES DEL SUEVE, 45 - BJ","deyman@deyman.com","16","[984282089]","1996-01-22","2018-12-31","SOCIEDAD LIMITADA","33012 OVIEDO (Asturias)","DESARROLLO Y MANTENIMIENTO DE ELECTRONICA SL","['DEYMAN']","Activa","[984282090]","['www.deyman.com']","pequeña"
"B33595513","2159150.57","2018","110434","PEREZ FERNANDEZ, FRANCISCO JOSE","4121 - Construcción de edificios residenciales","LUGAR ALMUÑA, S/N","Desconocido","19","Desconocido","2000-01-07","2018-12-31","SOCIEDAD LIMITADA","33700 VALDES (Asturias)","ESVEDRA OBRAS Y REFORMAS SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B34206532","4313538.62","2018","90000","PUEBLA JORDE, VALENTIN BERNARDO","4121 - Construcción de edificios residenciales","CALLE SAN JUAN DE DIOS, 2 - ENT T","bercopa@bercopa.es","22","[979165788]","2003-02-12","2018-12-31","SOCIEDAD LIMITADA","34002 PALENCIA (Palencia)","BERCOPA 2002 SL","Desconocido","Activa","[979165787]","['www.bercopa.com']","pequeña"
"B35241488","8167674.8","2018","177234.9","BODEGAS TIRAJANA SL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","LUGAR FATAGA, S/N","info@gruposantanacazorla.com","111","[928762175]","1990-06-25","2018-12-31","SOCIEDAD LIMITADA","35290 SAN BARTOLOME DE TIRAJANA (Palmas (Las))","PETRECAN SOCIEDAD LIMITADA","Desconocido","Activa","[928769648, 928764811]","['www.gruposantanacazorla.com']","mediana"
"B35317569","7163227.07","2017","4200","RODRIGUEZ LUJAN, VICENTE","4121 - Construcción de edificios residenciales","CALLE BENARTEMI, 11 - LOCAL 1","crl@rodriguezlujan.es","56","[928883036]","1992-11-20","2017-12-31","SOCIEDAD LIMITADA","35460 GALDAR (Palmas (Las))","CONSTRUCCIONES RODRIGUEZ LUJAN SOCIEDAD LIMITADA","Desconocido","Activa","[928553344, 928883418, 928621889]","['www.crlconstrucciones.es']","pequeña"
"B35603547","7644153.3","2018","1010000","SUAREZ LOPEZ, FRANCISCO JAVIER","4121 - Construcción de edificios residenciales","AVENIDA PINTOR FELO MONZON, 44 - PLT 3","Desconocido","39","Desconocido","2000-03-09","2018-02-28","SOCIEDAD LIMITADA","35019 LAS PALMAS DE GRAN CANARIA (Palmas (Las))","IBSA CANARIAS DE CONSTRUCCIONES SOCIEDAD LIMITADA.","Desconocido","Activa","Desconocido","['www.ibsaconstrucciones.com']","pequeña"
"B35812726","2828168.94","2017","3010","MARTINEZ SANZ, FERNANDO","4121 - Construcción de edificios residenciales","CALLE TAMADUSTE, 3 - ESQ CL LOS LLANILLOS, NAV","armoreno@grupoinversoraco.com","85","Desconocido","2004-07-22","2017-12-31","SOCIEDAD LIMITADA","35250 INGENIO (Palmas (Las))","PLANOS GESTION Y CONSTRUCCION SL","Desconocido","Concurso","Desconocido","Desconocido","mediana"
"B36147429","3702920.42","2018","60101.21","RODRIGUEZ BOULLOSA, MAURICIO","4211 - Construcción de carreteras y autopistas","LUGAR BARCIA, 4","oficina@eccasas.es","31","[986870340]","1991-04-09","2018-12-31","SOCIEDAD LIMITADA","36158 PONTEVEDRA (Pontevedra)","CONSTRUCCIONES ENRIQUE C CASAS SL","Desconocido","Activa","[986871649]","['www.eccasas.es']","pequeña"
"B36163418","6534678.08","2018","607010","ESTEVEZ RODRIGUEZ, MARIA ISABEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","LUGAR RIBARTEME SANTIAGO, S/N","empresa@narom.es","32","[986342952]","1992-01-01","2018-12-31","SOCIEDAD LIMITADA","36447 AS NEVES (Pontevedra)","NAROM SL","Desconocido","Activa","[986342533, 986342144]","['www.narom.es']","pequeña"
"B36258861","5162936.81","2018","216544.62","SENRA DE SANTIAGO, ELISEO","2399 - Fabricación de otros productos minerales no metálicos n.c.o.p.","LUGAR CARBON, S/N","fechi@fechiconstrucciones.com","40","Desconocido","1996-02-29","2018-12-31","SOCIEDAD LIMITADA","36400 O PORRIÑO (Pontevedra)","CONSTRUCCIONES FECHI SL","['AGLOMERADOS CRESPO', 'FECHI CONSTRUCCIONES']","Activa","[986633555]","['www.fechi.es']","pequeña"
"B36456267","5703330.21","2018","7800","DIEGUEZ GARCIA, AURELIO","3312 - Reparación de maquinaria","CARRETERA N-550","info@manprocarvigo.com","12","[986342138]","2004-01-21","2018-12-31","SOCIEDAD LIMITADA","36470 SALCEDA DE CASELAS (Pontevedra)","MANPROCAR VIGO SL","Desconocido","Activa","[986342931]","['www.manprocarvigo.com']","pequeña"
"B36584787","6694824.35","2018","8000","OTERO RAJOY, MARCOS","4121 - Construcción de edificios residenciales","CALLE DAS MAMOAS, 20","administracion@asaingenieros.es","60","[986855592]","2008-05-22","2018-12-31","SOCIEDAD LIMITADA","36158 PONTEVEDRA (Pontevedra)","ASISTENCIA Y SOLUCIONES DE ARQUITECTURA E INGENIERIA SL","Desconocido","Activa","[986859840]","['www.asaingenieros.es']","pequeña"
"B36813400","1387149.95","2018","156150","GONZALEZ LOPEZ, RAMON","7111 - Servicios técnicos de arquitectura","LUGAR CERQUEIRAS, 17 - BJ","simaupro@simaupro.com","22","[986415090]","1996-11-22","2018-12-31","SOCIEDAD LIMITADA","36416 MOS (Pontevedra)","SIMAUPRO GALICIA SL","Desconocido","Activa","[986485338]","['www.simaupro.com']","pequeña"
"B36940831","3110547.73","2018","12000","PENA GAVIEIRO, ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","BAJADA GANDARA, 7 - NAV 8","syspro@syspro.es","49","[986165566]","2004-07-09","2018-12-31","SOCIEDAD LIMITADA","36330 VIGO (Pontevedra)","SYSPRO INGENIERIA SLU","['SYSPRO AUTOMATION BEYOND LIMITS', 'SYSPRO']","Activa","[986410751]","['www.syspro.es']","pequeña"
"B38340824","3353667.58","2018","9015.18","PEREZ RODRIGUEZ, FEDERICO","4339 - Otras actividades de acabado de edificios","CALLE ROQUE DE JAMA, 12 - LOCAL 5","cfrewe@gmail.com","27","[922764657]","1994-01-28","2018-12-31","SOCIEDAD LIMITADA","38640 ARONA (Tenerife)","CONSTRUCCIONES FREWE SL","Desconocido","Activa","[922764657]","['www.cfrewe.es', 'www.cfrewe.com']","pequeña"
"B38989414","1850260.92","2018","3100","LUIS DIAZ, RICARDO","4121 - Construcción de edificios residenciales","CALLE JULIO ARENCIBIA, 17 - PISO 3 IZ","Desconocido","63","Desconocido","2009-07-15","2018-12-31","SOCIEDAD LIMITADA","38430 ICOD DE LOS VINOS (Tenerife)","OBRYSER CANARIAS SL","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B39036744","8382000","2017","10408836.64","DIAZ DIAZ, SANTIAGO","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","BARRIO LA VENTA (IGOLLO), S/N","info@sadisa.es","54","[942580311]","1996-11-06","2017-12-31","SOCIEDAD LIMITADA","39608 CAMARGO (Cantabria)","GRUPO EMPRESARIAL SADISA SL","['SANTIAGO DIAZ, S.A. (SADISA)', 'GRUPO EMPRESARIAL SADISA S.L.']","Activa","[942580861]","['www.sadisa.es']","mediana"
"B39519996","2203774.75","2018","3006","CESAR DIAZ, MARTIN","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO FERNANDEZ VALLEJO, 29","info@gyo-cantabria.com","54","[942888292]","2002-03-01","2018-12-31","SOCIEDAD LIMITADA","39300 TORRELAVEGA (Cantabria)","GESCAN SERVICIOS INTEGRALES S.L.","Desconocido","Activa","[942801355]","['www.gescan.es']","mediana"
"B39569710","3171577.35","2018","3050","IBANEZ PINILLA, JOSE ANTONIO","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","AVENIDA LOS CASTROS, 1 - PLT 4. PTA IZ","info@veringer.com","46","Desconocido","2004-02-10","2018-12-31","SOCIEDAD LIMITADA","39005 SANTANDER (Cantabria)","VERINGER INGENIERIA AVANZADA SRL","Desconocido","Activa","[942077841]","['www.veringer.com']","mediana"
"B39621974","5983439.55","2018","3006","GOMEZ LANZA, RAFAEL","2562 - Ingeniería mecánica por cuenta de terceros","POLIGONO INDUSTRIAL DE CROS, 17","comercial@grupogomur.com","97","[942565003]","2006-01-31","2018-12-31","SOCIEDAD LIMITADA","39600 CAMARGO (Cantabria)","INGENIERIA Y TECNOLOGIA DE MANTENIMIENTO GOMUR SL","Desconocido","Activa","[942540153]","['www.grupogomur.com']","mediana"
"B41462375","5419394","2018","230601","FERNANDEZ CANTILLANA, RAFAEL EDUARDO","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE MARIE CURIE, 2","act@ayesa.com","42","[954083899]","1991-02-11","2018-12-31","SOCIEDAD LIMITADA","41092 SEVILLA (Sevilla)","ACT SISTEMAS SL","Desconocido","Activa","[954467393]","['www.ayesa.com']","pequeña"
"B41471384","1893388.88","2018","204344.11","LUCAS RAMIREZ, FRANCISCO","0210 - Silvicultura y otras actividades forestales","CALLE SALAMANCA, 32 - BJ, IZ","administracion@franciscolucas.com","35","[954689997]","1991-03-06","2018-12-31","SOCIEDAD LIMITADA","41014 SEVILLA (Sevilla)","FRANCISCO LUCAS SL","Desconocido","Activa","[954690361, 954690363]","['www.franciscolucas.com']","pequeña"
"B42017855","1115175.27","2017","1230174.88","Desconocido","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE AUSTRIA, 2 - 4 BJ","festeban@anumancia.com","12","[975180609]","1988-10-04","2017-12-31","SOCIEDAD LIMITADA","42004 SORIA (Soria)","AGLOMERADOS NUMANCIA SL (EXTINGUIDA)","Desconocido","Extinción","[975222904]","['www.anumancia.com']","pequeña"
"B42162750","1677281.68","2018","180000","CORREDOR MARINA, JESUS","4121 - Construcción de edificios residenciales","POLIGONO LA GÜERA, 26","Desconocido","17","Desconocido","2001-05-18","2018-12-31","SOCIEDAD LIMITADA","42300 BURGO DE OSMA-CIUDAD DE OSMA (Soria)","FRANCISCO RUIZ CANO SL","Desconocido","Activa","[975289024]","Desconocido","pequeña"
"B42214460","1046984.14","2018","15000","JIMENEZ PINEDA, ENRIQUE","1623 - Fabricación de otras estructuras de madera y piezas de carpintería y ebanistería para la construcción","CALLE D (POLIGONO INDUSTRIAL CASAS), PARC. 22","administracion@cortabitartesoria.com","14","Desconocido","2016-05-17","2018-12-31","SOCIEDAD LIMITADA","42005 SORIA (Soria)","VIPRESORIA SL.","Desconocido","Activa","[975221712]","['www.cortabitartesoria.com']","pequeña"
"B43606953","12939418","2018","2553720","EOLICA DE MALAGA SL REPR 143 RRM SANABRIA SMITH PEDRO ALEJANDRO","3518 - Producción de energía eléctrica de origen eólico","PASEO CASTELLANA, 91 - PLT 11","rfuste@audaxrenovables.com","0","[932095708]","2000-05-04","2018-12-31","SOCIEDAD LIMITADA","28046 MADRID (Madrid)","PARC EOLIC MUDEFER SL","Desconocido","Activa","[932405306]","['www.audaxrenovables.com']","mediana"
"B45015229","2011654.46","2018","352500","MAROTO GARCIA DE LA PARRA, DANIEL","4121 - Construcción de edificios residenciales","CALLE RAMON Y CAJAL, 13","ctnesluismaroto@yahoo.es","14","Desconocido","1980-04-22","2018-12-31","SOCIEDAD LIMITADA","45593 BARGAS (Toledo)","CONSTRUCCIONES LUIS MAROTO E HIJOS SL","Desconocido","Activa","[925358132]","Desconocido","pequeña"
"B45224037","3428452.86","2018","44174.39","MARTIN MARTIN, PEDRO","4121 - Construcción de edificios residenciales","CALLE SAN EDUARDO, 27 - BJ D","info@construccionesmendo.com","20","Desconocido","1990-01-30","2018-12-31","SOCIEDAD LIMITADA","45600 TALAVERA DE LA REINA (Toledo)","CONSTRUCCIONES MENDO SL","Desconocido","Activa","[925823633]","['www.construccionesmendo.com']","pequeña"
"B45224276","1314786.92","2018","264444","TENDERO GUTIERREZ, BRIGIDO","4121 - Construcción de edificios residenciales","CARRETERA TOLEDO-ALCAZAR, 400","administracion@esproten.com","23","[925467541]","1990-02-20","2018-12-31","SOCIEDAD LIMITADA","45700 CONSUEGRA (Toledo)","ESPROTEN SL","Desconocido","Activa","Desconocido","['www.esproten.com']","pequeña"
"B45805892","1868071.48","2018","3010","GOMEZ MARQUEZ, ESTEBAN","4121 - Construcción de edificios residenciales","CALLE CORDOBA, 1","corgomar2020@gmail.com","55","Desconocido","2013-09-04","2018-12-31","SOCIEDAD LIMITADA","45730 VILLAFRANCA DE LOS CABALLEROS (Toledo)","CONSTRUCCIONES CORGOMAR 2020 SL.","Desconocido","Activa","Desconocido","Desconocido","mediana"
"B47542451","3799676","2017","3100","Desconocido","4321 - Instalaciones eléctricas","CALLE ALUMINIO, 35 - NAVE 4","contabilidad@altecable.es","163","[983292467]","2004-08-18","2017-12-31","SOCIEDAD LIMITADA","47012 VALLADOLID (Valladolid)","ZENER ALTECABLE SL. (EXTINGUIDA)","Desconocido","Extinción","[983292625, 983346797]","Desconocido","mediana"
"B47545736","7009581.26","2018","32100","MARTINEZ DOMINGUEZ, JOSE ANTONIO","6209 - Otros servicios relacionados con las tecnologías de la información y la informática","CALLE ACERO, 4","synersight@synersight.es","80","Desconocido","2004-10-21","2018-12-31","SOCIEDAD LIMITADA","47012 VALLADOLID (Valladolid)","EMAYOR SYNERSIGHT TECHNOLOGIES SL.","Desconocido","Activa","[983217507, 983326622, 983210426]","['www.hedesis.com']","pequeña"
"B47581996","189594.72","2018","3012","MARTIN VILLA, DAVID","7490 - Otras actividades profesionales, científicas y técnicas n.c.o.p.","CALLE COBALTO, 9 - NAV K","Desconocido","4","Desconocido","2006-07-01","2018-12-31","SOCIEDAD LIMITADA","47012 VALLADOLID (Valladolid)","SEIS SOLUCIONES DE ENERGIA INNOVACION E INGENIERIA CONSULTORIA TECNICA SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B48477111","3897169.91","2018","60101.21","GONZALEZ RUEDA, AMADOR","4329 - Otras instalaciones en obras de construcción","POLIGONO INDUSTRIAL MARTIARTU I, S/N - PAB 6","a.durango@ascensoresdurango.com","28","Desconocido","1991-09-20","2018-12-31","SOCIEDAD LIMITADA","48480 ARRIGORRIAGA (Bizkaia)","ASCENSORES DURANGO SL","Desconocido","Activa","[946713804]","Desconocido","pequeña"
"B50856004","4785001.6","2018","68166","OLIVA URCIA, LUIS MANUEL","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","PASEO INDEPENDENCIA, 16 - PISO 1","general@sisener.com","74","Desconocido","2000-08-10","2018-12-31","SOCIEDAD LIMITADA","50004 ZARAGOZA (Zaragoza)","SISENER INGENIEROS SL","Desconocido","Activa","[976301351]","['www.sisener.com']","mediana"
"B50895002","44594662.44","2018","350010","RIBERAS MERA, JUAN MARIA","7112 - Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico","CALLE DOCTOR PARIENTE, NAV 24","inmaculada.ibanez@gestampren.com","51","[956860379]","2001-07-06","2018-12-31","SOCIEDAD LIMITADA","11500 EL PUERTO DE SANTA MARIA (Cádiz)","GESTAMP BIOMASS SOLUTIONS SL.","Desconocido","Activa","[956871066, 911770280]","Desconocido","mediana"
"B51008068","11050597.28","2012","1000000","WAHNON WAHNON, MOISES","4399 - Otras actividades de construcción especializada n.c.o.p.","PASEO DE LAS PALMERAS, 26 - PISO 1ºB","informacion@africanadecontratas.es","65","[956511330]","2002-04-17","2012-12-31","SOCIEDAD LIMITADA","51001 CEUTA (Ceuta)","AFRICANA CONTRATAS Y CONSTRUCCIONES SL","Desconocido","Activa","[956510937]","['www.accgroup.es']","mediana"
"B53161394","4025850","2018","2691278","MARCOS BAÑULS, VICTOR","4110 - Promoción inmobiliaria","CARRETERA N-332, S/N - ALICANTE-CARTAGENA KM 52 300","Desconocido","4","[965327066]","1997-01-07","2018-12-31","SOCIEDAD LIMITADA","03189 ORIHUELA (Alicante)","MARCOS Y BAÑULS SL","Desconocido","Activa","[966738744, 966736763, 965328448, 966743646]","['www.grupomarcos.es']","pequeña"
"B53623484","11172989","2015","2250000","ORTIZ CARRATALA, LAURA MARIA","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","AVENIDA DOCTOR JIMENEZ DIAZ, 19 - BOX 3-2","info@grupocivica.es","161","[965212544]","2001-12-27","2015-12-31","SOCIEDAD LIMITADA","03005 ALICANTE/ALACANT (Alicante)","CIVICA CONSTRUCCIONES Y CONTRATAS SL","Desconocido","Activa","[965145340]","['www.grupocivica.es']","pequeña"
"B53926606","983930.99","2017","53012","FORNER BLASCO, CARLOS FRANCISCO","4122 - Construcción de edificios no residenciales","CALLE PINTOR GASTON CASTELLO, 1 - LOC 2","administracion@nerco.es","12","[966389381]","2004-09-24","2017-12-31","SOCIEDAD LIMITADA","03110 MUTXAMEL (Alicante)","NERCO INFRAESTRUCTURAS SL.","Desconocido","Activa","[966389380]","Desconocido","pequeña"
"B53991485","2669274.62","2016","66089","ESQUEMBRE AGULLO, MANUEL","4121 - Construcción de edificios residenciales","CALLE FOGLIETTI, 20 - ENT","info@sigmasl.net","30","Desconocido","2005-04-12","2016-12-31","SOCIEDAD LIMITADA","03007 ALICANTE/ALACANT (Alicante)","SIGMA INFRAESTRUCTURAS SL.","Desconocido","Activa","[966300137]","['www.sigmasl.net']","pequeña"
"B54472204","1471947.25","2018","3006","ALCARAZ ALFARO, JOSE JUAN","4333 - Revestimiento de suelos y paredes","CALLE VICTORIA KENT, 57","Desconocido","34","Desconocido","2010-01-21","2018-12-31","SOCIEDAD LIMITADA","03206 ELCHE/ELX (Alicante)","SEGALCA SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B54593504","13070175.74","2018","141000","ESTEVAN DOLS, IGNACIO ANTONIO","4121 - Construcción de edificios residenciales","CALLE SEVERO OCHOA, 20 - PISO 2 B","aitana@aitanaconstruccion.es","34","[965047775]","2011-09-23","2018-12-31","SOCIEDAD LIMITADA","03203 ELCHE/ELX (Alicante)","AITANA ACTIVIDADES DE CONSTRUCCION Y SERVICIOS SL.","Desconocido","Activa","[966936041]","['www.aitanaconstruccion.es']","pequeña"
"B54672514","7566880.88","2018","3000","BOTELLA NICOLAS, JORGE","4110 - Promoción inmobiliaria","CALLE DOÑA PAZ, 9","administracion@rigelkentaurus.es","5","Desconocido","2012-11-29","2018-12-31","SOCIEDAD LIMITADA","03178 BENIJOFAR (Alicante)","RIGEL KENTAURUS SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B54795026","3809199.73","2018","3000","IZQUIERDO CARRILLO, JOSE ANTONIO","4121 - Construcción de edificios residenciales","CALLE MATRONA MARIA CANOVAS, S/N - PISO 1 B","Desconocido","33","Desconocido","2014-06-24","2018-12-31","SOCIEDAD LIMITADA","03300 ORIHUELA (Alicante)","MONTE ORCHELLO SL.","Desconocido","Activa","[965301694]","Desconocido","pequeña"
"B54891163","848099.04","2018","3100","LOPEZ GIL, ANA ISABEL","4121 - Construcción de edificios residenciales","CALLE BASCULA, 7 - PISO 3 C","Desconocido","17","Desconocido","2015-11-02","2018-12-31","SOCIEDAD LIMITADA","03680 ASPE (Alicante)","ALACANT NOU HABITATGE SL.","Desconocido","Activa","Desconocido","Desconocido","pequeña"
"B55128649","5677340.18","2017","1350000","VILA FLORENSA, MARTA","2895 - Fabricación de maquinaria para la industria del papel y del cartón","CARRETERA ANTIGA DE BANYOLES, S/N","info@enprompackaging.com","43","Desconocido","2012-02-07","2017-12-31","SOCIEDAD LIMITADA","17481 SANT JULIA DE RAMIS (Gerona)","ENPROM PACKAGING SL","Desconocido","Concurso","[972406294]","['www.enprompackaging.com']","pequeña"
"B56075633","3929901.81","2018","12000","GARCIA CABALLERO, JOSE CARLOS","4321 - Instalaciones eléctricas","CALLE JUAN BAUTISTA ESCUDERO, 213 - A","jmalameda@solardelvalle.es","53","[900101742]","2017-06-29","2018-12-31","SOCIEDAD LIMITADA","14014 CORDOBA (Córdoba)","SOLAR DEL VALLE INGENIERIA E INSTALACIONES SL.","Desconocido","Activa","[957771720, 900101742]","['www.solardelvalle.es']","mediana"
"B57079741","3659425.82","2018","9018","AVILES ANDREU, ESTEBAN JOSE","4122 - Construcción de edificios no residenciales","CALLE PRINCIPAT, 5 - A BJ","tomeucontable@gmail.com","78","Desconocido","2001-05-02","2018-12-31","SOCIEDAD LIMITADA","07011 PALMA (Baleares)","PROMOCIONES PALMA 2005 SL","Desconocido","Activa","Desconocido","['www.palma2005.com']","mediana"
"B57103095","5870043.01","2018","27048","MARTINEZ RUBIO, PASCUAL","4121 - Construcción de edificios residenciales","CALLE BERENGUER RENART, 15 - LOC 3","urbafor@yahoo.es","44","Desconocido","2001-10-09","2018-12-31","SOCIEDAD LIMITADA","07860 FORMENTERA (Baleares)","URBANIZACIONES FORMENTERA SL","Desconocido","Activa","[971322628]","Desconocido","mediana"
"B57207714","6686838.98","2018","4000","REUS PEREZ, MIGUEL","4299 - Construcción de otros proyectos de ingeniería civil n.c.o.p.","CALLE MINERS, 4","adm@vitrac.es","22","[971873341]","2003-02-05","2018-12-31","SOCIEDAD LIMITADA","07360 LLOSETA (Baleares)","VITRAC OBRA PUBLICA SL.","Desconocido","Activa","[971514155]","['www.vitrac.es']","pequeña"
"B57456709","2774685.42","2017","3030","FERNANDEZ TOUS, MIGUEL","4121 - Construcción de edificios residenciales","CALLE MARE JEANNE JUGAN, 9 - ENT C","Desconocido","13","Desconocido","2006-11-06","2017-12-31","SOCIEDAD LIMITADA","07010 PALMA (Baleares)","OLITSE CONSTRUCCIONES Y REFORMAS SL","Desconocido","Activa","Desconocido","Desconocido","pequeña"
